(-1.9354,0.1296,-2.2459,2.3122,2.3460,8.6868)
(1.9717,2.9330,0.3360,-1.0742,-0.6410,3.3590)
(1.7584,0.1814,1.1844,1.2769,1.3473,18.6250)
(-2.5979,-0.5684,1.3953,-1.8688,2.3313,-3.9804)
(-0.3842,-1.3867,-0.8467,-0.9238,0.6186,1.6128)
(-0.3967,-2.4100,-0.0265,2.8261,1.4239,6.8516)
(1.5201,2.6957,2.3642,-0.0424,-1.7288,-4.5851)
(2.4796,0.1524,-1.0482,1.1057,-0.3966,1.3666)
(-2.9011,-2.0666,0.3068,-2.8640,-0.7945,2.5752)
(1.7371,-1.5100,2.7347,-0.7045,-2.3721,12.1964)
(0.0338,-2.8913,0.4212,-1.1662,-2.2825,-16.5857)
(0.0516,-1.2200,0.1064,-2.9234,1.8198,0.4116)
(1.0958,0.4271,-1.9838,-2.3870,2.6710,-0.1519)
(1.9315,1.9907,1.5655,-1.2086,-2.7395,6.6466)
(-1.9522,1.2387,1.6230,-0.7955,1.6985,10.7208)
(-2.8444,-1.5150,-1.4935,-0.2476,2.3830,14.0641)
(-1.0598,-2.4728,2.9993,2.7853,2.7790,13.5570)
(-1.5726,-0.8847,2.4217,0.2312,-1.1709,6.2036)
(1.6648,0.9075,2.0157,1.0091,1.7501,-2.2902)
(0.8270,-0.6332,0.5666,-2.6436,2.4790,8.9336)
(0.9081,-1.2908,2.0247,0.6839,-1.0815,1.1231)
(-1.5101,-0.7304,0.0844,-1.7625,1.7456,-8.3061)
(1.0597,-1.0920,0.1004,2.2445,-2.9851,12.0628)
(-0.3447,-2.9144,1.4057,-1.5892,-2.6694,5.0003)
(0.0238,2.1598,-1.4312,-0.6957,-2.1694,-11.3226)
(2.3273,1.4872,-0.1744,-0.1306,1.0134,12.2580)
(0.1584,2.3615,1.4616,0.5191,0.9735,7.5384)
(0.9419,-0.8731,2.9810,2.7130,1.4833,-3.0750)
(2.4158,-0.0844,-1.4007,-2.2548,-2.9590,3.3798)
(-2.4819,-2.1253,0.1253,-2.9723,-0.9789,6.0874)
(-0.5394,2.1463,-1.5892,0.6317,-0.4549,2.5955)
(-2.5688,-0.8570,1.6588,0.7993,2.4408,5.4474)
(2.8189,-2.9959,1.6777,-1.3613,-1.6572,-0.4574)
(0.6896,1.6295,-2.5031,0.8770,-1.2810,-6.7471)
(-1.3516,1.7794,1.2687,2.5432,-2.2447,-3.3468)
(0.7814,2.7527,2.2391,-1.7206,-1.6299,-6.9759)
(0.8692,-1.1364,-0.5928,-1.0137,1.2324,14.8207)
(-1.1360,-1.8745,-0.2144,-0.6770,1.6464,10.8011)
(-1.8633,-2.8898,-0.7480,2.6082,-1.2472,-4.4419)
(2.7882,0.7149,-0.6984,-0.5040,-2.2017,-9.2943)
(2.0912,1.5292,-0.7576,0.3695,2.1572,3.0450)
(1.3878,-1.3931,1.4485,2.5442,1.8373,-11.5952)
(-0.9107,-0.6306,-0.5621,2.6796,0.8203,4.3169)
(1.0989,-1.9084,-0.0193,2.1454,-2.3677,-4.3127)
(2.3163,-0.6622,-2.2861,-1.7590,0.4857,-1.2209)
(-2.5283,-1.0172,-1.1044,2.6500,-0.6394,17.7072)
(-2.0787,-0.4096,-1.9629,-1.0327,-1.5690,0.3909)
(2.7065,-0.6870,-1.2912,-0.3797,2.0693,-2.3038)
(-1.2218,-2.3647,2.3109,2.1810,0.8604,19.7724)
(-1.3845,0.8740,-1.3779,0.5798,1.6187,2.0750)
(1.8103,1.2823,-0.4913,2.3432,2.9542,11.2121)
(-1.4389,-1.9266,0.2327,-2.5716,1.5745,8.8568)
(2.1365,-2.0868,-0.8456,-2.4067,-0.3060,-0.9579)
(-1.2749,0.7465,-2.2110,-1.8597,2.8649,10.0579)
(1.8343,-1.0684,2.1873,-2.2164,0.4497,-2.4484)
(-1.2648,2.6039,1.7358,-1.2354,-2.6985,-1.0977)
(2.9762,-0.8935,0.2963,2.5904,-1.3188,20.3914)
(2.0388,-2.7934,-0.0022,1.5684,-1.1989,3.8073)
(2.3317,-1.3468,0.8851,0.9170,2.2767,17.4607)
(-0.6662,-0.9628,-2.3824,-2.8490,2.5730,-3.7981)
(-0.7207,1.3988,1.6929,2.6173,-1.8699,-0.5019)
(0.4485,0.8847,2.4008,2.8841,-2.0663,-3.2342)
(-0.3343,2.1994,2.9771,-0.6074,-1.2249,1.0708)
(-0.3926,2.4941,1.0971,1.2253,-0.3333,-2.3589)
(0.4172,1.8028,-2.9771,-1.0002,-0.6917,2.1172)
(-0.6163,-2.4152,-2.5793,-1.9015,2.7430,10.1385)
(1.8235,0.1780,1.4155,-0.7454,-0.4537,-12.3691)
(0.0279,2.0597,-2.0775,1.3504,-2.0035,13.5106)
(0.6445,2.7942,0.2941,2.2341,0.0980,3.9859)
(1.8094,-0.6271,-2.1605,2.1375,-1.3492,-8.4544)
(2.0786,2.3870,-2.9644,2.8820,-2.7603,8.0865)
(-2.2852,1.4500,-1.6169,-1.7672,1.9436,8.6591)
(-2.6373,2.9526,-0.1983,-1.3656,0.2099,9.2882)
(-1.9141,2.1424,1.1289,2.7626,-0.8526,27.1828)
(0.4028,1.0475,-2.8847,-1.4300,-0.9011,0.9862)
(-2.9799,-1.6523,-1.2977,-1.9823,0.1105,17.8082)
(-0.9121,-0.6183,-0.0587,-0.2325,-1.0621,-8.7341)
(-1.0098,2.7602,-0.7373,-1.3989,0.1623,2.5876)
(1.4193,1.4868,-2.4564,-1.3560,-0.5325,-19.0736)
(2.8241,1.5620,-1.7571,-0.4655,2.6703,3.4422)
(1.5770,-2.2716,1.3994,0.8593,0.0563,-21.6083)
(2.4491,0.6774,-0.7275,-0.6907,0.2195,11.1876)
(-0.9510,-0.8099,1.6641,0.8531,1.2876,13.6048)
(2.9332,-1.7140,-1.0031,0.5541,-0.2122,-3.6435)
(-2.9659,-1.9356,1.8839,-1.1025,1.8368,13.9335)
(1.5080,2.0137,-2.6806,0.9254,-0.0963,9.4001)
(2.8809,-2.9319,-2.7185,-0.9990,-1.6441,-14.2847)
(1.2488,2.6383,-1.8900,-2.1288,-0.8038,0.4465)
(1.7648,1.7819,-0.6645,2.1517,-2.8966,-10.0948)
(-1.6736,-0.0753,1.6323,-2.4957,0.6889,-6.7218)
(0.5312,0.2102,-0.8183,-0.9361,-1.7183,-7.8534)
(1.0310,1.9420,1.2844,-2.0983,-0.6632,-6.6691)
(-1.3724,-2.5805,0.2081,-0.4126,-0.7493,5.8786)
(-0.0374,2.8371,-0.9093,-2.9903,-2.3108,-19.1734)
(2.9260,1.6932,0.9553,2.5041,-1.4823,14.6362)
(-0.8184,-0.4193,-1.6506,-2.3653,-1.4682,4.5988)
(-0.9006,-0.0929,1.2473,-2.5855,-1.1343,-16.5228)
(0.1322,-0.4386,-2.0602,1.3808,-0.7241,-5.4702)
(2.0366,-1.0763,-2.9009,0.9014,-0.9069,2.6487)
(1.9906,-0.5491,-1.3723,0.2909,2.7948,26.3624)
(1.6263,-2.7922,2.2683,-1.0339,0.2541,7.2085)
(1.7622,2.5963,-1.2348,-0.7449,-1.8747,2.7109)
(2.7808,1.7063,-2.8089,-2.4750,2.3255,11.1234)
(-2.4861,-1.5618,1.6399,2.7955,2.5467,11.9197)
(1.5263,1.9906,-0.5830,-2.7262,-2.8694,20.0582)
(-1.6547,1.5553,0.9657,-1.7151,1.7051,-5.6325)
(0.4969,-2.7480,-2.5131,2.3104,1.4006,-4.1877)
(2.4874,-0.2500,1.8055,2.9520,2.5361,1.3174)
(-1.8382,1.6846,-0.1270,-1.2333,-1.0618,20.9073)
(-1.4368,-0.4263,0.7690,-2.5465,-0.7187,-8.1522)
(0.3890,-1.5964,0.5113,-0.9888,-1.4646,4.9112)
(0.9926,-1.8112,-1.1872,-1.6889,1.6645,4.5218)
(0.1478,-1.0562,2.3359,-0.4325,-2.2235,-1.8328)
(-2.8899,-0.2779,2.1307,2.0032,-0.6943,-3.6563)
(0.2749,0.1998,0.9184,-1.9745,0.6519,-16.2417)
(2.1701,2.6839,1.3149,2.2648,2.3514,6.2358)
(0.0342,1.4196,-2.7957,-2.9441,-1.0728,21.1443)
(1.3966,1.7296,1.3194,0.0291,-1.9286,3.7782)
(-1.3647,-0.9521,0.8952,-0.8475,-2.6253,13.7697)
(1.3969,2.1428,0.7376,0.2848,-0.1252,4.7074)
(1.3942,-0.0880,-1.8742,0.4993,-2.0657,-19.7409)
(-0.0548,0.7516,-1.7153,0.1747,-2.9431,-4.6847)
(-2.4000,-0.1488,-0.1554,-2.4451,1.1645,11.0965)
(1.0333,-1.1609,-2.1589,-0.0390,-2.1084,22.5081)
(1.2915,-2.6068,0.2091,1.5527,-2.1373,-14.1721)
(-0.2156,0.3883,-2.2756,-1.6793,-1.4006,-0.9201)
(2.8049,-1.4999,0.2880,1.0523,-0.7417,7.6911)
(-1.1414,1.5342,-0.0755,-1.3377,1.3181,11.8277)
(2.8223,-1.2405,-2.7778,-2.7486,0.5378,1.0777)
(1.0154,2.3666,1.9775,2.4152,0.3683,6.3606)
(0.4788,-1.4445,2.3098,2.4090,-1.6678,-3.4941)
(-1.9484,1.1552,-0.3625,0.9156,2.6829,12.8043)
(0.9729,-2.9828,2.6028,-0.8018,0.4303,5.3468)
(-2.3883,2.9231,0.2356,0.9792,-2.1454,2.5917)
(-1.2396,-2.7850,0.4600,-1.9468,0.8587,-14.6220)
(-0.7146,0.4937,-2.5946,-1.9278,-2.7951,1.6788)
(-2.3818,-0.7565,-2.0374,-1.5447,0.9520,9.5301)
(0.4014,-1.2387,0.7796,1.0332,2.0055,1.3344)
(2.0747,1.8016,-0.1076,-1.7366,-0.4067,8.4385)
(0.4141,-2.8507,0.0682,0.5917,0.4107,6.0856)
(1.6956,-0.8229,-2.8088,1.4376,2.0426,0.6516)
(-2.6173,-2.7753,0.4917,-0.0741,2.8361,11.4886)
(-0.9373,2.4124,0.9482,1.3341,1.6750,12.5534)
(-1.8557,1.0104,1.9808,1.8045,-0.7163,6.2271)
(-1.0649,2.8338,2.6940,0.3668,-0.9474,-1.9669)
(2.1272,2.6853,-1.7836,-2.5764,1.4888,19.7415)
(1.9051,0.3115,-2.7181,-0.1506,-2.0401,2.0007)
(0.9067,2.2498,-1.7686,-1.2695,-2.5522,7.5428)
(-2.7598,-1.3590,2.6009,1.5267,1.0998,8.3097)
(-2.3002,-1.4136,-1.0421,-1.3198,-2.0620,7.0610)
(-2.9463,0.2485,2.3560,-2.9386,-0.0111,2.4873)
(-0.9299,2.1306,-2.9372,2.6584,2.6984,10.3826)
(-2.6581,-1.7535,-0.4491,0.5572,1.7428,2.4717)
(2.4595,1.1665,0.9389,-1.1520,-1.0088,9.3704)
(-2.4758,-1.6913,-0.9683,1.0514,1.4812,16.0358)
(-2.5505,-2.8458,-1.2486,-0.9413,0.3915,-4.5902)
(2.4772,1.0910,1.3696,-0.5851,-0.0914,11.0872)
(0.4270,1.1607,0.8319,-1.8901,1.6591,15.4358)
(2.8607,0.2843,2.3641,1.0422,-0.9041,5.4028)
(1.8759,-2.6709,1.6544,-1.6062,1.6431,-2.4311)
(-0.3196,0.8812,0.8226,2.2725,-1.4764,3.4205)
(-1.0899,1.1915,-2.3682,-1.8563,1.7201,22.5283)
(2.7533,0.4864,-2.2500,0.9330,-2.7673,10.5333)
(-0.8363,-1.9384,2.2456,-2.6864,2.3581,14.3271)
(2.2700,2.4109,-1.9600,0.6507,0.1034,5.6900)
(-2.7303,2.9924,-0.4634,-0.0639,-1.8158,-8.4399)
(0.7210,-1.3209,1.0144,-0.4087,-0.4104,-5.5835)
(-2.6703,0.2143,1.6455,2.0792,0.1727,-5.0977)
(-1.9146,-0.2572,-0.5079,0.9798,2.7881,30.6427)
(2.3481,0.5348,0.8161,0.8096,0.5924,-14.9648)
(-1.9330,1.0234,-1.4829,-1.4785,-0.1731,-4.7817)
(1.8318,0.6564,2.5614,-2.5080,2.5360,9.2194)
(-0.9500,1.4643,-0.1314,2.1947,0.6036,8.7462)
(2.8000,-0.9954,0.8592,2.4067,-1.4719,-3.8425)
(-2.1086,-0.6127,1.8565,-2.2636,-2.6967,2.0103)
(2.9035,-0.9906,2.3310,-1.4387,-2.2045,1.0285)
(2.0909,-2.8022,-0.5736,0.7232,2.1071,13.1345)
(-2.2368,1.7471,2.2231,0.5298,-2.5148,-14.0078)
(1.7832,0.5519,-2.3191,-0.3299,2.3573,-0.4197)
(1.7679,-1.1841,1.9608,-2.7529,1.1621,11.6044)
(1.5578,2.7602,-0.0013,-2.8046,0.9573,18.2998)
(1.6731,1.4709,-1.7784,-2.0140,0.4312,0.2368)
(1.7584,1.2371,-0.0885,-0.9550,-1.6699,-4.7301)
(0.3663,-1.9929,-0.1855,1.9068,0.0223,-6.7755)
(1.8659,-2.0985,-1.9294,0.6385,0.2503,6.9900)
(1.6528,2.2396,1.0082,1.3920,-1.1158,11.7426)
(1.2389,0.0045,-1.7247,-2.7504,-0.8701,-3.9692)
(-0.5152,2.8639,1.7756,2.1307,0.8579,-3.0368)
(1.3996,-2.8790,1.2544,-2.3334,-0.0160,-6.7853)
(-1.0212,0.0127,-2.7604,0.3063,-2.6678,17.7297)
(-2.0439,0.8943,-1.6236,-0.3028,-2.3156,4.6467)
(1.0504,0.1932,2.2750,-0.3665,-0.1072,-5.9861)
(-1.6048,0.8110,0.2074,1.9141,-1.2915,6.7873)
(-2.5715,1.9413,-2.3230,1.8243,-2.1305,14.0987)
(2.6944,-0.3495,-2.6400,-0.0826,2.8310,2.2609)
(-2.7236,-1.5859,-1.4435,0.3037,-0.9080,-19.1533)
(-1.6210,-2.4392,1.8657,-1.7115,-0.5533,-10.9839)
(-2.7331,-1.8045,0.0647,-2.8988,-0.6348,3.0687)
(-1.1423,-1.3989,2.1812,1.1485,-0.5548,-32.9892)
(-2.4112,1.3602,1.4502,-0.1610,-2.8915,-7.3202)
(1.2287,2.0144,1.5822,-0.7584,0.9670,11.7675)
(-1.8573,-2.3413,1.0810,0.2995,1.4023,4.7918)
(2.0331,-1.5680,-1.2884,0.5525,2.8270,8.7406)
(2.3564,1.9665,-1.6679,2.6401,1.1332,23.2751)
(1.6022,1.9694,1.6544,2.0231,-0.2005,2.3262)
(1.2027,0.7856,1.0263,2.2312,-1.9011,-8.1283)
(1.2839,-1.6335,-0.1253,-1.3683,1.0071,10.7389)
(-1.7134,1.3205,1.7248,-0.4068,2.4157,-12.4976)
(-1.3618,2.3867,-0.9616,-2.1369,0.6158,13.4953)
(-1.9012,-2.6509,-2.8132,2.3482,1.9970,-4.1266)
(-0.0752,-0.8220,-0.8126,-0.0063,-2.3741,-2.4906)
(-2.4822,-1.4761,2.0852,-1.9677,-1.3415,-3.6057)
(-0.3158,0.5931,0.5818,2.7480,1.5808,4.5479)
(0.0553,-1.8343,-2.2100,-1.3519,-1.9653,-9.6611)
(-0.2297,-1.2325,-0.2067,-1.0112,0.6517,-10.5815)
(2.2085,-1.6520,2.5887,-1.9047,1.7885,9.0168)
(-1.8798,1.0792,-0.4398,2.0930,-0.7553,7.1896)
(1.0616,1.9293,-0.4668,2.8391,1.4061,27.5020)
(-2.9392,-1.2589,2.8566,0.0057,0.5044,29.1366)
(-2.6856,2.7130,2.9758,-1.2735,-1.8921,-9.5630)
(2.5335,1.4556,1.5641,0.7907,-1.7300,-9.0241)
(1.8631,-0.3803,1.6180,-1.7447,-2.5351,2.3691)
(-1.9855,2.3731,-2.2745,1.6246,2.7079,14.8007)
(-1.7081,-0.2490,2.0548,-2.7635,-1.5832,-6.3726)
(-2.2742,1.5844,0.8565,2.4150,2.1644,21.2197)
(-0.4783,-0.0729,1.6337,0.6113,1.6362,13.8074)
(0.4462,-0.4536,-0.5717,1.9661,0.8164,23.3050)
(1.7417,-1.3011,-2.4870,-0.6699,-1.9412,-6.0569)
(1.6927,-1.7648,-1.3182,-0.0615,-0.7953,-9.2463)
(1.0421,-1.8087,-2.0481,0.3718,-1.1479,-8.7682)
(-2.5729,0.8940,-1.4403,2.5030,-2.4074,11.9739)
(-2.7413,1.8838,-0.9115,1.4409,-1.3454,-5.3782)
(0.1365,2.2229,1.1493,1.2421,0.4235,-0.9602)
(-2.2019,-0.1973,2.3917,2.8907,-0.9933,-6.3785)
(-1.9738,-2.5838,-0.0172,-2.2496,0.1657,11.6194)
(-1.6027,2.1713,-1.8321,0.4005,-0.1512,-0.8792)
(-0.7451,2.7682,2.5190,0.7199,-1.1079,0.6015)
(-1.2959,-2.5459,-0.3220,0.1945,-1.8800,11.9718)
(2.3417,-2.7535,-0.6828,1.3626,-2.8778,0.4728)
(-1.1110,-0.9832,-0.9129,2.6617,0.4307,-2.5838)
(0.0518,2.4120,-2.7137,-1.5979,0.0578,-10.7854)
(-1.0658,2.8686,1.0182,1.3482,-0.7165,-4.6287)
(-2.6931,2.9451,0.1321,-2.2168,2.5213,13.5617)
(-1.4619,0.1992,2.9625,0.3564,0.0744,-9.8954)
(-2.2630,-2.5894,0.1966,-1.7512,2.8582,13.3919)
(2.8099,0.2359,0.0315,1.9168,-1.6695,12.5628)
(-0.9633,2.5267,1.8683,2.6837,0.0056,11.1015)
(-1.8906,1.4526,2.0399,-1.2821,1.0435,-1.8435)
(-1.5266,-0.4034,2.9016,2.5413,2.8492,6.5040)
(-2.3126,-0.2207,-2.4001,-1.3307,2.3375,4.2926)
(2.8127,1.0416,1.2417,0.9757,2.5875,9.3698)
(1.6245,0.5910,-1.3980,2.8511,1.4193,7.8803)
(0.2624,-2.3505,1.9034,1.4310,1.6953,5.9909)
(-2.5402,1.5873,-2.1321,-2.2060,-0.8180,18.8336)
(-0.2473,1.1957,-1.4034,2.1782,-2.1600,1.1634)
(1.0307,0.3745,0.4819,-1.2280,-2.3572,-3.3201)
(-0.3946,2.3600,-2.0167,1.0811,2.9025,7.9640)
(0.9357,1.0620,-1.3148,-1.1142,0.7701,3.8853)
(0.5594,0.3074,0.3329,1.8434,1.0200,-2.8328)
(1.7708,-2.9470,2.6093,0.4730,-0.2871,-9.0623)
(-1.9795,1.0772,0.2041,0.2909,0.3327,-10.7222)
(-0.1455,1.1819,0.9894,-0.2143,0.4027,-0.8560)
(-0.4136,-0.6347,-2.8256,-0.0019,-2.7868,-7.3535)
(2.0681,0.5068,0.1329,-1.5603,0.3778,-5.8028)
(2.5879,2.4403,-2.7685,2.9498,2.9022,14.3871)
(-0.4674,1.1725,-0.8268,2.7107,-1.8667,-1.5975)
(-2.8248,-2.5441,1.2273,-2.6560,-0.7641,1.4515)
(2.2984,2.7547,-1.7197,-2.5051,2.8276,16.2801)
(1.6517,1.9729,1.8793,2.7670,1.8290,-2.1105)
(-0.6452,2.6839,-2.2313,1.9382,-1.9211,27.6160)
(0.9770,-0.1325,0.2586,2.8545,-1.8766,-9.9858)
(0.2567,-2.1408,1.6400,0.7940,2.2159,-1.6607)
(2.2545,1.1587,-0.1381,2.4958,-1.2842,3.5572)
(-0.0104,2.5411,-0.4440,0.1638,0.5969,-2.5645)
(1.4078,1.6823,2.1717,-0.0398,2.8175,10.9989)
(0.8200,2.6222,1.8905,-0.9479,-0.0802,7.7017)
(2.5173,-1.6926,1.2814,-2.7207,-2.8121,-14.4957)
(-1.9568,-2.1166,-2.3642,-2.4108,-2.6592,6.2693)
(2.3360,0.4176,1.6068,-1.3781,-0.3702,-0.4391)
(2.5857,-0.5451,-1.2248,0.2096,-0.3000,7.4759)
(-1.3915,2.0470,-1.4150,-2.4579,-2.5692,0.2918)
(0.4493,-1.1404,-1.2599,-1.1832,-1.3927,0.8175)
(-0.7042,1.3996,0.7565,2.2071,2.0881,-4.6681)
(-2.6552,2.4667,-1.3962,-1.8695,-2.9737,22.0871)
(2.4107,-2.6153,-1.7355,-1.9762,-2.9467,-3.4219)
(-2.2858,-2.3212,2.6882,-0.4897,-0.7693,-2.7440)
(-1.0741,-2.7663,1.3265,-1.2812,1.8152,13.6690)
(1.0437,-2.7445,2.6898,-0.9186,-0.9795,-11.6803)
(2.2983,-0.7165,0.2620,0.0340,1.2905,-0.5144)
(1.9593,-1.8193,1.2102,2.7842,-1.0804,-16.9184)
(-1.4476,-2.1571,0.4384,-2.6579,1.7056,3.6696)
(-0.9652,1.9196,2.2389,-0.7731,2.4268,12.0344)
(-2.3912,1.6456,1.7102,2.7796,1.7266,25.1983)
(1.6651,-1.9780,1.3692,0.4816,1.1678,-11.5627)
(-0.5452,-2.9187,-0.1641,1.6955,1.3085,-1.6327)
(-0.6691,0.0545,-1.3148,-2.8938,-0.5873,-9.1270)
(-1.4201,1.8264,1.9129,-1.5186,-2.0228,-1.4925)
(1.6735,2.2725,1.9806,0.0725,2.5729,21.2655)
(-2.0459,0.8404,2.1484,-1.7043,-2.2558,2.6025)
(0.6179,-1.9278,-2.5669,-1.5139,-2.0181,-8.4631)
(2.2431,-1.6629,-2.9632,1.4056,2.4120,-4.3813)
(-1.8086,1.4538,-2.4623,-0.7058,-2.1561,-0.5537)
(-2.1132,2.6726,-2.5396,2.7540,2.1115,5.7027)
(-0.0637,-0.1772,1.8220,2.0370,2.1147,10.3019)
(1.9654,-1.4158,-2.0398,-0.3334,2.6594,-1.9549)
(0.8696,0.1408,-2.3003,-2.0250,1.0815,-1.6949)
(1.4289,0.1939,0.3169,-0.3300,-1.2379,-7.8898)
(-1.3294,0.1799,2.8921,2.4959,0.1952,4.0093)
(-2.9400,1.0336,-0.6021,2.1656,-0.0703,-8.2969)
(-2.6876,0.5361,1.7646,2.3734,0.3922,8.4595)
(1.5233,1.7877,1.1507,-2.0147,-1.1157,-11.4931)
(0.0230,1.9354,2.5700,-0.0893,-1.7450,-12.4142)
(-2.2101,-2.7031,2.2222,0.2498,2.8832,-9.4252)
(-0.4054,0.9169,0.6618,0.7539,1.5177,17.3488)
(-0.4197,-2.2643,2.5257,0.2203,-1.2332,-6.1100)
(-2.0941,0.3385,-1.8980,2.1481,-2.1303,-12.2576)
(0.1326,-2.0255,-0.8083,-1.6697,0.9271,-1.0365)
(-2.9019,-2.0154,0.4591,-2.4009,0.5405,-7.4432)
(-0.4104,-1.1672,1.0802,-1.6201,0.3096,0.3807)
(0.7615,-2.8599,0.1574,0.6965,1.4264,-4.5608)
(-0.2528,-0.6093,2.1535,-1.5968,-1.0274,-0.1593)
(2.0081,-2.7560,1.2022,0.3069,-1.8195,6.2061)
(0.1226,-0.6041,0.1621,0.6423,1.4130,-9.8691)
(2.2588,2.4576,2.1272,0.1169,0.8990,25.1008)
(-0.9629,-1.3997,-2.3532,-0.6098,-1.7306,-16.3582)
(2.9970,0.0080,-0.9371,0.4116,2.3270,7.6871)
(0.9161,-1.2578,0.0380,-2.6928,-2.8185,1.0443)
(0.3088,-0.1014,-0.8790,-2.3459,2.0571,15.9777)
(1.5236,1.8311,0.4361,-2.4392,0.3271,12.9118)
(-1.1452,-2.8832,2.6519,-2.7888,-2.6259,-16.2736)
(2.5211,-1.3768,2.6913,-0.6041,0.1590,19.4777)
(-2.7391,-2.7100,0.1549,-0.3284,2.5087,-1.8370)
(2.7305,-0.7639,-0.0913,0.3838,-2.5940,-17.2295)
(2.5431,-0.4936,-0.7951,1.4479,-0.8459,-19.7253)
(-2.3053,2.8005,2.5967,1.9214,-2.4537,9.1030)
(1.8360,-1.3840,2.6509,0.6514,-0.9905,-1.8210)
(2.2923,2.1644,1.1564,2.0524,0.2735,-0.8885)
(1.8060,1.2421,-1.1755,-0.8631,-2.0470,1.5179)
(1.2750,-1.4506,-0.5620,1.2062,0.8109,1.1268)
(-2.3519,2.3541,-1.0271,1.2325,-2.1393,1.3268)
(0.6311,2.5684,2.6997,2.8076,2.9475,-1.9503)
