(5.2720,24.9513)
(8.1608,37.1445)
(-0.0780,-2.8963)
(-2.7143,-11.3710)
(5.1182,19.4585)
(0.9425,10.7316)
(1.2826,-2.7717)
(-4.3993,-9.4286)
(-5.7491,4.7366)
(-9.2221,-13.3744)
(6.4295,19.7809)
(6.9176,49.6798)
(-5.4180,-10.2857)
(-8.8883,-11.6011)
(-1.0814,1.8753)
(-6.0043,-4.5619)
(-8.8528,-14.9771)
(0.0758,0.8847)
(-5.6384,-13.5932)
(-4.4930,-11.2941)
(6.7550,38.4178)
(6.9047,38.8416)
(-8.7841,14.8154)
(1.6231,13.7302)
(-2.3620,8.7382)
(9.5688,58.9426)
(3.9576,14.6632)
(2.3866,27.3308)
(7.6327,43.7755)
(-3.2465,4.5247)
(7.9983,29.2104)
(5.7993,38.4602)
(-1.3519,-4.2504)
(1.7061,7.5147)
(-5.4125,-11.2140)
(6.3417,39.7906)
(2.2910,16.6769)
(5.0686,25.5613)
(3.5488,9.2852)
(-3.3134,-16.5639)
(-1.2774,7.9683)
(-0.3718,11.2537)
(-7.9522,2.0147)
(-2.3582,8.0370)
(-2.9600,-3.4428)
(-8.4421,-1.3508)
(5.2136,22.6181)
(0.9656,7.9865)
(0.6096,1.2069)
(4.0291,27.0423)
(3.3954,20.0873)
(6.8367,34.7335)
(7.2334,53.4446)
(-5.7555,-10.0121)
(7.2828,42.5993)
(2.8505,13.1538)
(-8.7349,-5.2270)
(-5.9611,7.1968)
(1.0602,9.8198)
(5.3950,26.7567)
(2.2211,28.5426)
(5.4169,19.0248)
(-2.2745,10.6013)
(-3.2683,2.1022)
(-2.4769,-3.0263)
(-8.0977,10.9420)
(8.7556,47.2807)
(3.8955,17.4488)
(-0.6653,1.5523)
(0.9789,18.2877)
(6.4558,38.4751)
(-1.0252,-2.6854)
(-4.7617,-6.3373)
(3.6564,5.9647)
(-1.6677,12.9130)
(2.2315,12.7030)
(-6.5210,-13.3807)
(3.6513,18.8058)
(-6.1411,7.1100)
(1.4250,7.4408)
(-0.9391,-0.4911)
(-2.4687,4.7453)
(5.3953,38.7851)
(4.5532,18.8260)
(2.1488,-2.3455)
(0.4978,-6.9456)
(0.4298,7.5748)
(4.2077,30.2142)
(-0.0947,0.3474)
(7.7695,44.6213)
(2.1335,28.4947)
(-8.5361,-5.2685)
(7.6095,44.5909)
(-9.1083,-4.0498)
(-4.2152,15.7922)
(-1.2143,5.0594)
(1.4319,-7.5847)
(0.5157,4.7042)
(-2.0390,4.1828)
(5.0983,31.5221)
(-4.3751,-5.2080)
(-5.4973,-2.2455)
(4.0800,10.4146)
(1.3846,22.6065)
(8.2539,46.9835)
(3.4590,10.4448)
(-8.5202,-10.9746)
(-3.3916,15.7231)
(-7.6600,-16.4817)
(-0.3083,-5.1617)
(-9.2017,-4.8667)
(-6.7777,-12.3345)
(-9.0162,-19.6670)
(4.9900,18.3480)
(8.8174,44.0909)
(3.7648,27.5967)
(-1.7235,-5.5127)
(-7.8151,-0.7891)
(-1.0129,10.9553)
(-9.1767,-13.7554)
(-7.0350,-1.9365)
(7.1028,33.5269)
(-6.2341,-16.1595)
(4.4972,26.2780)
(1.9001,9.2838)
(1.0436,9.0000)
(-8.1978,-13.3929)
(9.3685,49.7849)
(5.6058,23.4409)
(2.2263,17.3833)
(-9.1343,-22.8541)
(-7.2430,-4.6035)
(5.0136,18.5071)
(-6.1155,-12.7548)
(4.7907,6.7137)
(-3.6614,-8.3576)
(-4.5960,-7.8546)
(5.1309,18.6682)
(-0.7413,6.2198)
(-1.8648,24.6272)
(0.7114,1.8846)
(4.9345,17.3167)
(1.4456,6.6122)
(-1.8707,-1.8965)
(6.3239,25.1986)
(1.1932,23.8624)
(6.0977,38.4260)
(8.4528,41.1211)
(-2.7978,3.3719)
(6.3179,47.6015)
(-2.3135,-3.4613)
(-1.2743,-23.4649)
(-1.9138,9.1269)
(1.2731,-1.9297)
(-5.8779,4.9476)
(-7.0704,-6.5309)
(4.8246,22.6757)
(2.7961,21.8823)
(-8.0365,-7.2702)
(-4.4959,-11.0262)
(2.0718,22.2958)
(3.5780,12.8581)
(-8.7723,-6.4758)
(-5.2106,-2.0325)
(7.4209,47.1953)
(-8.9577,0.9579)
(7.7358,34.1767)
(2.2036,13.3793)
(6.8632,36.2722)
(-5.7530,11.1523)
(4.7281,37.4651)
(-8.0370,0.7335)
(-3.5605,-1.2513)
(6.0987,23.7543)
(-0.9283,-2.8488)
(0.9717,17.9482)
(-9.8462,4.1726)
(-3.6034,-2.7934)
(-7.0078,5.6661)
(6.8963,31.8267)
(-1.5538,21.0469)
(-3.5128,-10.2956)
(1.0438,30.5123)
(3.7004,14.6701)
(-0.3552,4.2749)
(-1.0127,-7.7447)
(-3.8282,2.1213)
(4.4619,17.2214)
(2.3421,17.9783)
(3.4995,31.0594)
(-9.7997,-0.8396)
(1.6532,11.9768)
(-8.1425,-8.1860)
(6.2918,38.7460)
(7.5086,39.3545)
(7.3719,39.9010)
(-7.0025,-0.6837)
(-0.9431,0.0008)
(7.1291,39.9669)
(-0.6912,4.4587)
(2.7879,19.2716)
(-9.4419,2.0690)
(-3.7491,6.7728)
(3.7107,21.4234)
(-0.8271,-5.0745)
(2.8486,26.8795)
(-9.2490,-2.4684)
(-4.5955,-11.2752)
(-4.7810,1.8142)
(-9.8251,-9.4470)
(-7.1560,-6.9890)
(4.1604,18.9182)
(-0.4770,-2.0485)
(-0.9417,12.4793)
(-7.4690,-1.1254)
(-1.7580,-9.5996)
(-1.0852,14.7915)
(-2.3609,-4.7581)
(-0.7032,-6.0038)
(-3.2388,-13.8162)
(8.8421,36.0141)
(8.0343,58.5061)
(-3.5799,-4.2750)
(5.8554,20.7212)
(2.0281,17.4856)
(3.2853,17.8033)
(-5.0053,-11.7748)
(-6.7891,-3.2669)
(-3.7424,-8.5129)
(8.4576,43.9088)
(-3.5038,-12.7924)
(0.9718,10.2340)
(3.4765,19.9178)
(-4.6428,-4.5425)
(7.5508,55.4634)
(0.9200,15.6611)
(1.1927,16.9817)
(-2.4276,-12.7090)
(-4.4973,10.1798)
(-3.6873,15.1551)
(6.1817,41.0372)
(1.3799,0.8808)
(7.3933,46.1105)
(-6.1760,-1.5361)
(1.5171,7.1769)
(7.1790,42.7364)
(-8.1222,-0.8020)
(7.8852,33.2574)
(8.1251,47.5661)
(6.4274,28.9852)
(2.2701,16.9901)
(-6.8824,-8.0662)
(-1.8840,-16.0513)
(0.9401,7.5997)
(-3.8302,-20.8545)
(-2.5720,-20.9757)
(6.9272,26.4745)
(-3.6472,0.9680)
(-5.7950,-0.7794)
(-9.8869,-11.2584)
(8.7262,55.3571)
(-5.0355,3.3260)
(-9.2302,-4.1308)
(-6.9289,-13.8022)
(-4.1909,0.1320)
(-0.5453,4.9820)
(2.0470,17.5742)
(-4.8940,4.4976)
(-8.9728,-10.7326)
(2.5724,16.7920)
(-6.4361,-4.8777)
(-9.9336,-5.6295)
(2.3737,31.4452)
(3.3693,18.3438)
(7.3908,32.0028)
(6.1722,24.6224)
(-0.8408,3.9370)
(-0.1864,26.3010)
(0.9383,4.4427)
(9.6363,51.6182)
(5.2505,31.4874)
(-9.1274,-3.8393)
(0.8161,1.8076)
(6.9863,42.6048)
(-5.5585,-8.9692)
(8.7893,39.7536)
(2.6532,18.6166)
(8.7078,60.8939)
(4.2780,17.6991)
(-3.0011,1.4835)
(6.9821,29.6905)
(-5.9686,-0.4071)
(-4.5880,1.5577)
(-0.1768,-0.2334)
(-8.8857,-15.3247)
(-7.6547,0.1478)
(6.7691,29.5034)
(-5.1324,0.2581)
(-3.2130,-10.6929)
(6.9301,38.8701)
(8.0605,38.1768)
(-8.5102,-12.4653)
(-2.4807,4.3886)
(4.4835,38.7796)
(3.0663,8.4298)
(-8.4543,-5.0734)
(1.3076,4.5422)
(8.8852,45.3741)
(2.7254,25.3904)
(9.1590,51.3394)
(-6.6850,-5.0554)
(9.9899,60.2957)
(-7.1573,1.8131)
(-3.8834,-3.7688)
(-0.0994,12.5779)
(-5.2582,-10.3878)
(-0.8628,3.7147)
(-5.4781,11.8422)
(-0.1305,7.8672)
(-1.5217,12.1303)
(6.8387,39.8604)
(0.9788,14.6848)
(-1.6934,-1.1980)
(0.0927,-0.7058)
(2.9050,8.6839)
(9.5985,54.6166)
(4.3335,19.7621)
(1.0398,10.0463)
(7.0652,47.0359)
(3.6992,19.5565)
(-1.8989,-2.6279)
(0.6280,15.3984)
(-6.9904,3.7121)
(-9.2210,-14.0682)
(2.1785,3.7411)
(3.9552,20.3408)
(-8.6257,-12.9636)
(-8.2707,-9.0015)
(1.6828,14.0019)
(-7.1621,-5.5089)
(-8.8614,-4.8146)
(1.0297,3.8578)
(-0.6853,1.5036)
(7.0237,42.4133)
(3.5279,12.4919)
(9.3380,50.9664)
(2.7182,15.6888)
(0.3471,8.8257)
(1.1023,14.5287)
(-0.6102,2.4825)
(1.9964,-8.8526)
(4.8513,22.9073)
(2.9562,13.2312)
(-5.7019,-8.7120)
(1.7538,-5.6968)
(-1.6125,3.2333)
(-6.1392,-12.0939)
(1.1512,4.6521)
(2.9341,25.6054)
(0.4999,3.0140)
(-8.5416,-3.6586)
(-7.1676,2.4399)
(3.5914,15.8647)
(0.2864,-1.2140)
(6.4204,14.3275)
(9.5681,48.8103)
(0.6141,10.2622)
(4.5738,27.2158)
(-1.5329,-3.1209)
(7.8967,35.2946)
(2.4083,21.4244)
(1.6035,-3.8879)
(6.7942,35.3639)
(0.8868,19.3526)
(-6.8118,8.1578)
(0.2123,20.4858)
(3.6962,3.1510)
(2.9131,18.8965)
(0.5831,-4.6085)
(-9.1581,-12.2855)
(0.4056,14.8406)
(-1.2975,2.4014)
(8.3075,51.2333)
(-4.1941,-11.2983)
(3.2111,17.4840)
(8.8229,57.5798)
(2.3966,1.1512)
(-1.0899,-13.3433)
(-2.0408,5.3118)
(6.6194,36.4311)
(5.3461,20.2186)
(9.8841,56.4810)
(9.9735,47.5494)
(-1.2835,4.4661)
(8.4177,47.2529)
(6.4398,45.6277)
(1.7942,2.3175)
(-2.1715,-1.5108)
(-3.6727,-0.6853)
(-5.5350,-19.2493)
(1.9439,2.4730)
(-6.5047,3.4771)
(7.3006,32.2930)
(-9.1364,1.4809)
(1.9989,10.1765)
(5.5513,11.4439)
(9.3655,45.8686)
(2.0149,14.7683)
(0.2442,10.8140)
(6.7524,29.0997)
(1.1031,16.3585)
(-8.2376,-12.1222)
(-2.1807,-14.5851)
(-1.1967,-7.5117)
(-5.2709,0.6146)
(2.8194,18.9164)
(8.3525,43.6766)
(3.8568,14.5842)
(8.2157,40.5323)
(-5.5819,-0.8131)
(-0.3169,5.7608)
(-7.5739,4.7006)
(-8.0188,-6.8775)
(6.5859,37.1741)
(6.0464,20.8010)
(-9.8149,-1.1168)
(9.1794,33.7293)
(2.8087,5.5070)
(7.7288,43.6740)
(-8.1822,-2.6365)
(4.4367,16.3526)
(3.6801,27.3365)
(4.0224,19.1246)
(5.9115,42.1492)
(-6.4816,-4.6422)
(-1.8648,-5.9292)
(-4.8285,-4.4400)
(3.4667,32.6423)
(0.5112,7.0008)
(-5.4995,-11.4769)
(-0.9002,-6.4233)
(-2.5767,12.7499)
(8.9809,55.6297)
(-2.2804,6.7052)
(6.2932,40.4162)
(-9.9308,7.8629)
(1.0833,10.0540)
(0.1272,3.2313)
(-4.1817,-3.4976)
(-1.0774,-3.4285)
(9.5637,56.9150)
(-0.4703,11.0733)
(-3.6803,1.1260)
(-5.3971,-5.9678)
(-3.2384,-4.3582)
(8.5243,34.3950)
(-4.9420,-7.0688)
(3.9387,6.2757)
(3.8354,18.3472)
(-6.1502,-9.3476)
(7.9171,37.5251)
(3.4182,31.6215)
(1.4396,13.9924)
(-1.6657,3.3819)
(6.9253,31.5146)
(-4.3893,-3.7919)
(6.9196,38.9755)
(-6.6630,-4.4780)
(-1.8022,14.5024)
(5.1100,14.4112)
(9.3963,52.2322)
(5.9647,34.6345)
(-9.6260,-1.1111)
(9.4950,70.0941)
(0.7846,14.5201)
(9.9269,43.5800)
(6.9382,25.0974)
(-9.0265,0.8372)
(-7.5702,10.5461)
(-5.7569,-15.2305)
(3.7651,12.3113)
(-8.7970,-26.3173)
(7.0889,25.6633)
(4.2963,35.9813)
(7.2626,32.6632)
(5.8802,46.2302)
(5.2420,16.8993)
(-3.4529,6.1640)
(0.8457,-2.1830)
(-6.0316,-19.1796)
(-5.4633,-4.9257)
(9.9105,56.4065)
(1.5375,9.6005)
(9.7709,48.9716)
(8.9340,50.7450)
(-7.1239,0.5534)
(2.7792,12.3460)
(-5.3789,-3.8564)
(-9.9653,-10.3395)
(0.0084,7.1110)
(2.3112,10.3573)
(-3.8649,-1.9761)
(8.9716,41.7663)
(0.2155,-5.0076)
(2.2389,32.7106)
(0.8719,-1.3496)
(6.8103,43.9829)
(-0.7405,-3.7262)
(-0.3841,1.5458)
(2.5707,5.7053)
(-2.9015,-3.9898)
(-7.0242,-11.3882)
(7.0366,32.9166)
(-4.9573,7.4408)
(3.4062,3.5730)
(6.9623,28.7554)
(-8.6707,-1.4670)
(3.5021,21.2321)
(-2.1495,-5.5308)
(-8.2250,-14.9616)
(4.7821,28.8822)
(-8.0513,12.3631)
(7.8581,46.6479)
(-5.0815,-4.5248)
(5.6520,28.4479)
(2.7859,9.5231)
(2.0135,12.8572)
(3.3928,22.9514)
(6.1072,33.8639)
(4.4141,18.6521)
(0.6414,-2.1876)
(7.9545,30.1663)
(0.2585,20.2278)
(-1.1054,-5.7247)
(6.3027,18.8446)
(7.8334,40.1482)
(8.3777,52.3196)
(2.3437,3.7710)
(-3.2478,-6.9990)
(-8.2625,-8.5404)
(0.0441,6.1684)
(9.6100,55.4305)
(4.6089,20.8282)
(7.6309,46.6566)
(3.7489,10.6934)
(-2.4025,8.7252)
(6.1786,39.3123)
(4.0817,21.3700)
(8.8459,54.5823)
(-7.8573,3.0240)
(5.0295,25.8973)
(7.3834,41.1753)
(-8.9911,-7.1176)
(7.9943,52.3877)
(6.4026,31.9361)
(2.5628,17.1856)
(5.7339,29.7407)
(4.9994,34.2446)
(7.3869,36.9338)
(-8.9495,-1.8639)
(8.4964,57.2665)
(-8.9313,2.7122)
(-8.6154,-2.3364)
(-4.0535,-23.4469)
(4.8562,19.0612)
(-4.1761,3.7018)
(-0.3926,-12.4177)
(-4.3590,-10.0158)
(-9.0794,-2.5200)
(1.9052,17.5170)
(-4.2241,1.8857)
(9.6925,61.6803)
(8.8689,39.9651)
(7.1714,34.9614)
(5.4693,32.4201)
(-9.8544,3.5257)
(-6.6703,-16.1870)
(-4.4736,1.9267)
(-3.8786,-1.2890)
(-0.5888,2.8176)
(0.4255,8.8338)
(0.3652,7.8412)
(5.3900,27.6909)
(6.9810,27.5292)
(1.7627,1.5890)
(-0.4227,3.5006)
(2.3695,9.1983)
(-5.6458,-5.1752)
(1.4026,16.3234)
(4.8918,38.6952)
(-5.1128,-4.2798)
(3.1402,-3.5908)
(9.9769,52.1167)
(0.9068,-1.8216)
(1.7782,12.5860)
(-2.1644,-12.4793)
(7.1486,42.6257)
(6.3464,29.0746)
(0.4839,8.3580)
(-8.2392,-16.4371)
(9.9065,49.5745)
(-6.0999,8.7572)
(3.0052,21.2029)
(-1.2745,1.5366)
(1.1628,3.0324)
(4.2880,25.3895)
(6.5593,39.5208)
(-7.0875,-0.7162)
(-9.5718,-7.1362)
(-4.0666,-2.1688)
(3.6842,19.1588)
(7.6354,49.4677)
(4.5101,19.6269)
(-6.6131,-10.8037)
(6.0493,33.5275)
(2.7538,12.1620)
(-2.7787,7.6735)
(-1.0660,-0.6530)
(7.7223,34.6944)
(6.3011,28.0712)
(9.2910,66.9556)
(-0.3300,11.1797)
(3.1040,25.2797)
(-2.5358,-11.5785)
(5.5882,41.9810)
(-6.6253,5.2808)
(-8.4901,-12.8652)
(6.0280,24.0621)
(-1.1778,-3.1911)
(-4.7998,0.8579)
(-3.7576,-13.5260)
(-4.1580,2.3982)
(-4.7746,-4.8912)
(-9.1747,-13.3409)
(-2.4069,-2.4280)
(5.9111,25.9965)
(-7.7091,-8.6899)
(-5.6252,0.2184)
(-2.9765,-1.4766)
(-8.5769,-7.8090)
(-0.2391,11.5238)
(6.6132,34.8001)
(3.8657,27.4351)
(7.7339,38.0462)
(-6.5978,-11.7777)
(0.2396,2.0504)
(-8.8169,-6.0910)
(3.5392,9.8378)
(-2.5685,4.0110)
(-4.7398,1.1426)
(7.3230,40.3120)
(-4.1143,-15.7316)
(-4.7801,-9.2842)
(3.1927,18.2921)
(2.3838,1.0925)
(-0.6450,-3.1806)
(-9.9776,-10.1274)
(2.6474,18.9384)
(-4.0528,-2.2774)
(-3.2951,0.2457)
(-9.9708,-14.2578)
(-0.8785,1.5402)
(4.4965,11.9834)
(-3.2298,-12.0902)
(1.9374,18.5995)
(-9.5794,-4.4172)
(9.5452,55.4643)
(-6.1640,-3.4802)
(5.6866,21.2073)
(-0.2621,-1.9696)
(-3.4250,-14.3650)
(4.5018,28.3384)
(-1.5979,3.6501)
(-2.0906,11.9182)
(2.8823,25.9315)
(5.6899,18.8235)
(-1.6437,4.3411)
(-5.7232,2.0086)
(1.9455,16.9264)
(6.9605,54.4877)
(7.4602,38.8064)
(-2.7381,1.4042)
(-4.7514,-4.2707)
(-4.3554,-16.5825)
(-6.7228,-0.0249)
(-4.3016,-4.9395)
(7.1951,39.1401)
(7.9110,38.4409)
(-5.0090,1.3055)
(6.1553,15.3770)
(-4.9779,-1.3856)
(0.9829,11.2954)
(-3.0272,-13.1292)
(-6.1993,-3.4600)
(-2.0359,4.5151)
(-6.5222,-10.9656)
(6.7863,29.7588)
(-2.6270,-10.4867)
(-7.7392,1.4784)
(4.5725,18.1177)
(8.7901,47.2188)
(3.2807,25.8033)
(8.7813,45.5665)
(-3.5701,0.3623)
(0.8399,11.0161)
(3.8871,21.6127)
(-8.1389,1.1489)
(-7.2954,-22.3841)
(-1.2859,14.3099)
(8.9786,44.5922)
(-1.3184,-6.1088)
(-3.4898,1.4236)
(2.4016,14.8464)
(-2.9161,3.2069)
(0.8958,5.5513)
(2.5269,6.1823)
(9.3477,35.3379)
(-0.2392,0.1306)
(2.4806,26.7033)
(8.2194,41.4436)
(-0.6921,-3.3165)
(1.7326,10.9470)
(4.7604,21.7099)
(-8.3055,0.4064)
(5.6604,17.1867)
(3.9555,11.6163)
(4.0327,20.8377)
(8.8349,45.4121)
(1.8469,3.8540)
(9.1952,48.4230)
(2.5048,26.9037)
(-9.5728,-6.2247)
(-5.0506,-4.0737)
(-4.3103,-12.0711)
(-8.4976,5.9227)
(-8.8493,-16.2376)
(-0.4453,14.9204)
(7.2977,38.5105)
(7.0780,36.7686)
(2.2213,14.5078)
(-2.4583,6.6044)
(1.8775,27.1641)
(-0.9051,7.7904)
(5.9779,41.7285)
(5.6065,40.8710)
(9.4301,53.3996)
(7.2152,39.1820)
(7.3605,43.8039)
(-0.3520,-0.0098)
(-9.9910,-9.4333)
(-5.7228,-29.4932)
(-0.6172,15.0897)
(2.1949,4.0983)
(-8.4591,11.2443)
(-3.9576,-5.1162)
(1.9250,21.9090)
(-0.6683,12.0282)
(2.9084,16.1205)
(-5.4741,-4.8553)
(-0.5484,13.7557)
(-6.8702,-13.2830)
(-0.1052,6.0438)
(-1.3831,3.4482)
(3.2320,18.7550)
(1.8966,12.8508)
(-0.9660,-3.8246)
(-1.8941,1.6794)
(-2.2488,-1.2178)
(4.0412,0.3934)
(7.3508,35.1690)
(4.9853,31.1242)
(3.0378,16.4180)
(9.8575,51.1489)
(-8.2441,3.9359)
(3.0981,11.9651)
(-7.9833,5.0525)
(0.7169,11.0605)
(3.8659,7.2539)
(-0.6983,8.5545)
(3.6303,16.4903)
(6.7914,42.1478)
(-1.4435,5.7513)
(-7.4112,-8.4001)
(0.8141,13.7351)
(-8.3107,-11.6114)
(5.6126,30.0957)
(6.5024,22.6882)
(4.6817,18.2766)
(-6.7957,2.6800)
(0.4712,9.9784)
(-2.0014,5.2931)
(-2.1519,2.7216)
(6.3308,27.1070)
(5.8518,32.4504)
(-8.0476,8.9853)
(6.4018,30.7347)
(0.9985,8.1885)
(2.6012,12.5532)
(-9.5003,-9.7451)
(-5.0211,-6.4070)
(1.5588,10.0302)
(2.1311,-7.4940)
(-6.1931,-6.6413)
(-8.4912,-7.8408)
(-3.1976,1.7056)
(-9.2023,0.7217)
(5.5339,24.5917)
(-8.4243,0.4461)
(-0.4862,6.1005)
(-7.1106,-16.1216)
(-9.5429,-3.1206)
(-0.4393,18.0113)
(-3.2635,-1.1672)
(8.5717,47.0169)
(-8.3996,0.0046)
(6.5619,19.1354)
(-5.9639,11.2553)
(7.6983,31.1313)
(-8.4137,1.8999)
(-8.9633,-22.7506)
(8.5670,44.5990)
(-6.2698,-7.5256)
(0.1344,16.7188)
(7.6215,40.1969)
(6.1561,33.9706)
(1.0467,17.3817)
(-8.4415,-21.2051)
(-1.5445,6.9424)
(-3.8038,-5.8962)
(-7.5449,-7.5838)
(0.1514,7.3613)
(-0.8126,8.4688)
(-5.5961,-3.8308)
(8.6479,50.0647)
(3.1035,9.2443)
(0.8274,13.7367)
(-0.9376,0.9896)
(-1.6047,3.1199)
(6.4289,22.3373)
(-6.4524,3.5229)
(-5.3312,-0.8484)
(4.5001,12.0551)
(-8.5450,-10.7956)
(9.9571,56.9296)
(3.4735,18.7323)
(-9.8462,-18.2020)
(2.2332,4.1234)
(3.6913,19.8921)
(-0.0628,5.7397)
(-6.9429,-2.5309)
(8.1504,42.3067)
(-6.7487,-21.9339)
(-7.4837,-7.6275)
(-5.6849,-9.9081)
(8.3627,43.4292)
(-3.1580,-2.1872)
(-4.2618,2.9288)
(-5.7220,-13.8803)
(-6.3058,-2.5771)
(-9.2033,-6.3644)
(-7.7111,-9.3152)
(-6.1048,-10.0733)
(-9.5350,-7.8607)
(6.0339,27.8263)
(-2.5655,0.8438)
(7.3676,48.7239)
(-0.8183,20.4809)
(-0.0495,4.1916)
(6.7190,39.2183)
(-5.7055,2.4142)
(-8.9582,11.8742)
(5.5674,24.7356)
(5.1912,8.0933)
(-2.2578,-10.7364)
(-6.3495,-3.1081)
(8.6848,59.4803)
(-2.6241,5.0132)
(-4.7918,-3.6451)
(-0.7095,8.0764)
(1.2671,9.1752)
(-5.7963,-16.7154)
(5.7307,46.9879)
(7.6840,33.1491)
(-2.7534,-1.9526)
(-1.3083,-4.8880)
(-8.1405,-2.8593)
(-6.1692,-6.5973)
(-8.1290,2.8391)
(-1.1752,13.5488)
(0.3095,5.3051)
(-9.9487,2.3614)
(-9.3312,-15.9051)
(-6.0185,-7.6159)
(-7.2906,-6.9103)
(-4.4164,-15.8995)
(2.7624,12.9085)
(-4.4192,-10.8243)
(7.5608,41.4692)
(-7.1942,-19.9876)
(7.9920,52.0825)
(-3.8871,-10.0080)
(2.9904,6.3747)
(-7.7693,0.7699)
(3.9751,23.2535)
(-7.7919,-18.7741)
(5.5371,28.3200)
(9.1738,46.4558)
(-0.7526,3.9628)
(-7.9170,0.8831)
(0.2126,2.7265)
(-1.3133,-2.9921)
(1.3628,4.6373)
(9.8612,47.5139)
(2.7740,16.8655)
(7.2010,39.4797)
(0.5350,-11.3101)
(-8.3187,-4.4497)
(6.8680,37.4591)
(-4.0840,-3.3512)
(2.9270,26.6941)
(9.9429,50.3323)
(-8.2839,-13.1962)
(7.0444,36.7882)
(-0.9076,-0.5586)
(-1.0915,-13.7292)
(-9.1014,-2.5650)
(-0.9916,-9.2271)
(8.0237,53.3593)
(-3.7717,-6.7593)
(-9.4999,-0.1223)
(3.3148,21.3226)
(2.2441,3.7446)
(2.0728,17.6368)
(6.7677,22.5280)
(-5.6407,-3.1943)
(9.0830,55.6229)
(0.3951,9.9985)
(-4.9527,-8.6651)
(-7.5298,1.4272)
(-5.8715,-6.3358)
(-7.8650,1.2971)
(-3.9424,3.1940)
(-1.6833,-3.8948)
(-5.4302,-11.5043)
(-9.5786,-5.7285)
(4.2490,32.5511)
(-3.8803,-10.5520)
(3.5658,7.8337)
(7.6355,29.2530)
(8.6419,47.7878)
(3.5652,18.4261)
(5.8877,38.0822)
(-4.9914,3.5689)
(-0.7203,13.9093)
(-7.2170,-3.8369)
(0.5064,11.6448)
(-6.2029,-0.0591)
(-4.5563,-15.5566)
(6.7984,19.5725)
(1.7305,3.5849)
(-0.0516,15.2172)
(-3.0634,-2.1667)
(4.2473,17.3988)
(3.6851,14.4265)
(8.6035,37.8214)
(-9.6717,-4.3000)
(0.0181,11.9387)
(8.8652,41.3887)
(4.1343,16.8027)
(-9.0690,-6.6593)
(9.3325,52.3791)
(2.2922,18.3779)
(-4.3141,-0.8564)
(4.4227,25.9195)
