(2.6290,-1.1631,2.4924,13.9199)
(1.5133,4.5667,-2.5834,-7.2317)
(-0.1332,3.4688,1.3953,-6.4454)
(3.0409,3.3233,4.7860,5.9217)
(4.9600,3.3668,4.9301,7.8118)
(-1.9040,-1.2503,-1.9938,8.6412)
(-0.2551,2.1140,0.1008,5.7784)
(3.7596,0.7996,-0.0213,5.1060)
(-2.4787,4.1333,1.6501,-15.4332)
(-0.0329,3.7260,-4.7748,-4.1024)
(-3.4540,2.7123,0.7017,-19.0675)
(-0.3378,-3.2934,-1.6892,12.0671)
(-3.7591,-1.0535,0.1387,-0.8986)
(-1.1319,-3.8027,-2.5167,13.5214)
(1.2319,-0.0315,1.9748,8.6971)
(0.5905,1.6630,2.5017,8.7007)
(-4.4761,-2.0629,1.1157,8.4001)
(3.7545,0.8641,-2.2037,6.5747)
(-0.2838,3.1851,2.0432,-1.3283)
(1.6137,-2.2996,-2.2726,11.8123)
(-1.4491,1.0214,4.8250,8.4097)
(-0.5662,-4.7651,-2.2935,10.9359)
(2.6472,1.0232,1.9191,14.1638)
(1.8668,-1.5437,-1.6219,5.1458)
(4.3713,2.3210,1.9492,7.1529)
(3.2641,0.5930,3.2525,6.6508)
(1.0039,3.3092,-2.8368,-8.2732)
(4.5629,0.7213,-1.5945,1.5060)
(4.0080,0.7395,4.9258,13.3582)
(2.2168,3.8065,-1.7057,3.3553)
(-4.6332,2.9828,3.0352,-2.1620)
(-0.3218,2.9394,3.2399,-5.2109)
(1.3904,-1.6425,4.7343,8.9488)
(-0.0448,-1.0500,-2.1062,2.7487)
(-2.7116,3.9023,-2.8321,-5.4420)
(-1.8706,3.4172,-1.9272,-8.2235)
(-2.3451,0.7021,1.3372,-4.6897)
(3.8186,3.2594,-0.1405,2.2193)
(0.9799,4.1975,3.2911,-1.3501)
(-0.4430,-4.3137,2.7759,20.6472)
(-3.0976,2.0610,-2.3567,0.0507)
(1.5915,-3.0862,2.6631,4.5119)
(-3.3042,-4.7887,-0.9281,15.0691)
(-2.9933,-3.8577,-2.7090,7.6922)
(4.0995,-1.8640,-0.3094,18.1649)
(2.3727,-4.9759,-3.7665,15.1073)
(1.3786,2.5643,0.7675,1.7006)
(-4.3436,-2.2570,-0.4711,0.1073)
(-0.0864,-1.6582,-1.2472,12.6179)
(2.7587,0.5530,-1.5487,5.2315)
(-4.6215,-3.6622,0.0586,4.1476)
(-1.0423,-0.5778,-2.7065,7.1565)
(-2.5758,1.5965,-3.7729,-4.8515)
(-0.8835,-2.1824,-1.0686,6.5304)
(3.1614,-2.6817,-2.0569,14.7628)
(2.4979,3.3317,-1.9158,3.7612)
(3.1197,3.6117,-1.3904,-9.5832)
(-0.8836,0.4404,0.1279,0.9737)
(0.7565,-4.9586,-0.6174,18.2874)
(3.1982,0.7927,-0.9779,2.8813)
(0.6373,2.7543,3.5919,-0.6992)
(-0.9916,-2.5751,1.0746,5.8845)
(0.4725,4.4694,-4.8529,-10.3971)
(-4.3278,4.6071,-1.4075,-7.7168)
(3.6611,-0.1120,-3.8068,12.3132)
(2.4880,-4.6578,-1.2837,17.4890)
(1.1650,0.1393,1.1014,2.9694)
(-2.9117,4.3795,2.8541,-6.4466)
(4.5768,-3.7071,-0.8604,8.5050)
(4.3172,-2.9150,0.3409,17.9753)
(-4.6054,1.3183,-0.6172,-7.2646)
(1.1199,0.0188,3.2458,5.8686)
(0.6110,3.3972,1.5630,-7.8994)
(1.5998,3.6448,3.2598,-3.2560)
(-2.8224,-1.1415,0.3749,2.2075)
(0.1460,-0.7560,-2.8119,-2.3593)
(-4.8992,0.4784,-2.1154,0.1469)
(2.6216,1.0934,4.5101,7.7179)
(-4.9420,4.0875,-1.3370,-22.7219)
(1.0192,2.0683,-1.4863,2.7455)
(-1.6591,-1.2759,-3.4629,-1.5781)
(2.6780,0.9393,-0.1211,7.7908)
(-1.3845,-4.6074,1.7093,15.4161)
(-0.9019,-3.1149,-1.8869,6.2072)
(-0.5522,-2.6073,1.7738,10.4813)
(3.3879,2.2572,-4.3184,-6.7618)
(1.5882,2.6722,0.0307,10.0683)
(-0.8641,-1.2120,3.2271,14.7117)
(-0.7163,-3.0352,-2.7125,15.9703)
(2.2083,0.4898,4.2558,8.0722)
(3.9019,-1.2444,-0.2768,9.9661)
(1.8284,-0.2060,-2.8861,4.4136)
(-4.6663,-0.6013,-2.7319,-3.9304)
(3.7662,4.0846,3.6963,3.5608)
(-0.9028,2.3204,0.0992,-8.1824)
(-3.3825,0.1376,-3.8215,0.7679)
(3.9018,2.8647,-2.3779,1.7151)
(-2.8470,3.4069,4.3369,1.4305)
(1.1652,3.7475,4.7999,6.7229)
(-3.4575,1.1771,-3.3229,-3.9967)
(-1.5850,-4.6209,-3.5920,6.4337)
(-3.3952,2.7189,0.6514,-14.5162)
(1.9407,-3.7590,3.6272,17.4618)
(0.6968,-1.8427,3.3722,13.0704)
(0.4656,1.9193,-4.7507,1.5113)
(-2.1285,-4.7012,-2.5160,3.5570)
(-0.7039,3.6789,2.1621,1.6617)
(3.1648,-1.4866,-2.8174,8.1033)
(-1.4754,0.4030,-1.1369,2.0492)
(-0.9350,4.7794,0.3783,0.0548)
(0.2972,4.6918,-0.6361,-8.5991)
(1.2027,-0.9971,1.5266,6.1903)
(-1.3946,0.6120,-4.4808,-3.6060)
(3.7729,-3.6666,-3.7977,19.7812)
(-0.9840,-1.0365,-0.8878,5.7255)
(-1.2038,2.7495,-0.0672,-6.2347)
(2.2576,2.9065,-2.4253,11.4782)
(-0.2698,1.0792,4.2089,7.2424)
(-1.9779,0.1114,-0.0606,-6.3017)
(1.6443,2.5110,0.3409,-2.5570)
(3.4830,0.1081,-4.4121,6.7556)
(-3.9954,-0.2628,-1.1821,-1.3487)
(2.0042,-3.0626,4.1757,11.3787)
(0.7674,-0.8294,-2.1404,6.2016)
(1.0601,-3.8105,1.2495,10.8853)
(1.9778,3.1105,2.0716,0.5277)
(-3.8778,0.1331,-1.9928,0.0314)
(3.2661,-4.1110,1.7964,17.4132)
(-1.0896,-3.2594,0.0359,13.2436)
(0.0748,1.4575,3.2735,3.6830)
(-4.7758,-3.2657,0.4492,-4.5749)
(0.1328,4.4526,0.4009,-8.0769)
(4.1639,1.4726,1.9098,9.8244)
(-1.3454,4.8625,-3.1138,-9.1159)
(-2.7274,-2.6184,4.5658,7.2158)
(3.0361,0.2565,0.7301,6.6502)
(-0.8208,-0.2628,-4.6208,4.3689)
(-0.7104,4.9459,0.1376,-9.6247)
(3.0709,-3.5321,1.8056,20.7008)
(4.6838,-2.0587,-1.7245,9.7954)
(-4.8735,3.3645,-4.7236,-14.9063)
(-0.4928,2.7366,-2.1212,-11.9121)
(1.6282,0.3112,1.2455,5.7163)
(4.9783,0.2607,-3.8434,9.6951)
(3.1131,0.8471,-1.9770,6.7147)
(-4.9175,-3.0298,-0.8391,3.9101)
(-3.4967,-1.2768,-4.5873,2.4514)
(1.3966,0.4460,2.3879,12.5538)
(-3.1371,0.2011,1.4074,5.0769)
(2.6408,2.8326,-3.7085,-4.8065)
(1.4131,-4.1743,-1.1716,7.9200)
(2.2723,-3.2850,3.1654,25.3153)
(1.9864,4.9999,-1.5651,-5.2468)
(-3.1832,-2.4218,1.3790,7.8579)
(0.8588,-2.1463,0.4299,6.1541)
(0.4299,-0.7645,-3.6214,4.9904)
(-3.7587,-4.9089,-4.4604,3.0461)
(3.9859,-4.9611,4.5000,23.6052)
(-3.1027,2.4229,-4.8654,-16.1329)
(-3.7685,-0.5762,-4.7704,-7.2809)
(-1.5455,1.8904,-4.7262,-6.2065)
(-0.9812,4.6547,-1.9208,-7.2537)
(1.6457,-4.3718,-0.0590,9.8808)
(4.5433,2.7232,3.1319,11.6817)
(-3.4986,-3.6884,0.6310,12.8686)
(-4.4072,-1.7640,-0.7738,0.2859)
(-1.3885,3.8733,-3.1668,-0.2168)
(-0.8647,3.1394,2.4154,-10.9033)
(-1.9516,1.7035,4.0772,4.2204)
(1.6685,-4.1788,0.9051,14.5246)
(-4.4402,-3.1559,1.3406,13.2752)
(-3.6832,-2.5269,-1.4615,7.7252)
(-3.8380,0.9601,-4.6732,-5.9874)
(4.7801,3.4464,-1.5774,-4.8865)
(-3.6937,-0.6088,-2.4696,-4.9912)
(-3.6240,2.7423,4.7884,-3.4051)
(-0.8638,-1.7057,-4.8505,9.6074)
(3.7743,0.4444,4.1291,5.7318)
(2.1377,-3.3032,-1.1366,12.7192)
(-3.2086,1.7884,4.9779,-4.6088)
(-3.8663,-2.9388,2.2547,4.1430)
(2.5696,3.0868,4.5884,8.0658)
(1.5959,-4.7768,1.3480,21.3654)
(1.2847,1.9885,1.4921,-0.6204)
(-0.6496,0.2304,-4.9664,-6.6295)
(-0.9657,-1.3514,-1.1780,5.0888)
(4.1871,2.6099,-0.7793,1.8443)
(-2.9718,-3.3141,-4.4586,-3.7923)
(-0.0983,-1.8686,-2.8464,7.7817)
(3.7813,-4.8152,-0.1991,19.1355)
(-0.6329,2.5011,1.8260,5.9706)
(4.5563,-3.3630,2.0848,25.8512)
(0.3606,1.0812,-0.3683,-1.8913)
(-0.3279,2.7126,3.5418,7.0780)
(2.9392,0.0138,2.3344,7.9440)
(2.9132,2.8474,0.0698,13.2957)
(0.4406,-1.4285,1.6915,9.2062)
(-4.1533,-3.3388,3.8954,3.8783)
(3.6126,3.9175,2.3467,-1.7216)
(-0.2738,-2.1901,1.2183,4.1325)
(2.0373,4.1080,-4.9431,-6.0608)
(3.2454,-0.3648,-0.4240,4.5190)
(3.2531,3.1264,2.9890,7.4405)
(1.7896,-4.9766,4.8843,13.9024)
(4.5525,-0.7805,4.7338,22.4537)
(2.1840,3.4987,1.5157,5.5261)
(-3.5240,1.8561,-4.7057,-3.2727)
(-1.6777,-3.5233,-2.4059,3.8315)
(1.1359,3.1673,-3.5935,1.2455)
(2.4682,4.4526,-3.1090,2.2720)
(3.8006,1.6604,-4.4148,8.6822)
(-0.7563,3.8151,0.4354,-7.1014)
(-2.9113,-1.4693,-0.6614,-1.2459)
(-1.4473,-1.3342,3.9536,10.3357)
(-3.7659,-3.0017,-4.9631,1.1284)
(0.5877,3.4938,-1.5605,-1.8714)
(2.4572,2.1197,-1.7990,8.7834)
(0.0200,-0.0355,-4.9267,1.0126)
(4.2838,-4.1672,3.4433,14.9225)
(-0.3434,0.4687,-4.8724,5.7017)
(1.7009,-1.1036,3.1701,6.9670)
(3.2486,-0.3980,2.3210,8.1758)
(-0.7062,3.7023,-2.0579,-3.9066)
(-4.9705,-1.0566,-0.6504,6.1492)
(4.6345,3.2580,3.3764,1.5479)
(-0.7273,2.1852,3.3826,-2.3849)
(2.1606,3.7744,-3.6695,0.9206)
(4.2648,2.0134,1.5928,-0.4908)
(4.3436,-1.3164,3.3708,26.1513)
(3.7609,1.2503,-2.7524,4.9762)
(-4.0210,1.9541,2.5113,2.7209)
(-1.6329,-3.7041,-2.1343,-3.7010)
(0.7147,2.2094,1.6725,-0.4132)
(-3.0774,-2.8682,0.0379,4.9021)
(-0.2819,-0.2201,-1.4214,1.7342)
(-2.3203,-2.0532,-2.3910,7.9088)
(0.7485,-3.0281,-4.2977,0.7108)
(0.8283,-4.4642,-0.9622,21.3243)
(-3.2363,-3.9522,-2.4192,3.6226)
(-3.2211,2.4453,-1.3361,-0.7873)
(-3.4307,0.7069,-4.2074,-6.3086)
(4.2657,-3.0788,1.4931,15.2926)
(2.1975,2.2292,0.8169,4.7173)
(3.4212,-1.4474,-2.6360,7.7291)
(4.5187,4.3814,4.2252,-3.3403)
(1.1859,3.4835,3.6757,4.6298)
(2.3298,-2.2915,-4.8629,8.7298)
(3.2605,-2.8494,4.3273,21.3871)
(-0.8588,3.9661,2.8184,-10.7306)
(1.4441,2.7731,4.9003,10.0819)
(-4.8328,-1.6715,-2.5348,-0.6819)
(0.0341,-0.2385,-4.5323,-4.8084)
(4.7707,2.4649,-1.5488,-1.6361)
(-3.2204,4.0049,1.4850,-12.5146)
(0.5565,3.6556,-1.2501,-2.0453)
(-0.2829,-2.2363,2.8695,7.8818)
(3.8645,0.2294,2.6913,14.4142)
(2.7876,0.0958,-3.1513,10.9980)
(-4.1684,2.0676,0.3198,-7.0230)
(-3.7321,1.0669,-1.6652,-2.9472)
(-1.7597,4.8202,4.8849,-11.3909)
(0.5441,1.6394,3.5046,7.1282)
(-3.8048,-1.4500,-3.3537,4.8173)
(4.1426,4.3210,-3.0209,2.8664)
(4.4107,-0.4329,0.2669,14.2830)
(3.5259,0.0579,-2.6058,9.3998)
(-0.4479,0.0425,0.8361,2.7123)
(0.4748,3.9362,-2.8642,-6.0080)
(-4.0232,-4.1465,-0.1322,8.3004)
(-4.3962,-2.7971,1.2652,-0.9717)
(-2.3235,-2.5622,2.5644,7.4877)
(-1.8549,0.1081,-1.4396,3.9876)
(3.7344,-4.8646,2.4038,29.3024)
(-1.7437,4.8540,4.6604,2.1273)
(-4.1535,1.5665,0.0335,-6.5192)
(0.8377,-3.3759,-0.0821,-0.3350)
(3.6570,-3.8822,1.2145,8.5700)
(3.1017,-3.6949,-0.7348,15.2654)
(-4.1475,-4.3678,-2.4062,-2.0998)
(-2.2968,-3.3977,-4.1533,8.3686)
(4.6862,2.0765,4.6287,8.0068)
(-4.4198,-4.5801,-4.6265,6.8955)
(-3.2863,3.0838,-3.5204,-5.8911)
(2.3635,-2.3212,3.0075,5.9284)
(-3.7465,0.1779,4.7826,-5.3945)
(2.8629,-3.2471,-3.4295,14.9212)
(3.0019,3.2181,-1.2475,-4.5580)
(-3.3669,0.3224,3.8114,0.8369)
(-0.2392,0.7075,-2.5008,-4.1661)
(-0.9607,2.1340,3.9559,0.5807)
(3.8875,-0.1911,1.7571,9.8689)
(0.3771,1.2778,4.9499,7.9976)
(2.1717,2.4552,0.5459,-3.6986)
(3.6094,-2.9289,2.3370,18.1679)
(1.9898,-3.0922,-1.4358,12.1862)
(3.1153,-3.2138,-0.8355,15.1440)
(1.5667,0.8772,4.1968,4.6332)
(4.4045,-1.9004,1.1800,15.1106)
(1.0254,3.0276,2.9895,2.2515)
(-1.0299,3.1079,4.6909,-5.1813)
(-2.7246,-3.9294,2.2357,14.3333)
(-4.0089,1.2973,-3.4931,-6.5019)
(-0.2542,4.3107,0.4632,-5.6821)
(-2.7499,3.3396,-2.1137,-17.9312)
(3.2323,3.6258,-0.4698,4.3339)
(-3.5254,-1.5200,2.5242,2.7621)
(2.0273,4.7379,-1.6138,-4.0936)
(-1.7815,-4.0742,3.0594,17.8582)
(-4.8394,-2.1272,-2.1957,-3.6442)
(-3.0678,-4.5534,-0.3891,11.2801)
(-1.9107,1.5544,2.3315,2.9056)
(-0.9798,-2.8038,2.7558,4.2705)
(-1.5954,2.5221,4.6321,-2.5514)
(-2.3859,1.0239,-3.6912,2.8652)
(-2.6482,-0.3701,-2.5521,-1.4459)
(-1.7857,-3.8829,4.8017,18.5115)
(-4.8540,-2.1630,2.8057,5.5236)
(0.4110,-3.7178,-4.7323,9.8360)
(-3.4261,3.6203,-0.2372,-8.8936)
(-4.5982,-1.2093,-3.2532,-4.6989)
(-0.7239,2.0213,0.6441,-9.4060)
(-3.1232,-2.8887,-0.8655,9.5498)
(-1.8500,4.0368,4.5900,-1.2063)
(3.9868,-1.9995,-3.7139,8.0013)
(2.0511,-4.6664,4.0706,28.8638)
(1.9758,-0.3677,-0.5793,2.2459)
(0.1016,-3.3683,-1.7119,5.7998)
(3.4177,4.1988,-1.0600,-0.7499)
(0.4674,3.0898,-2.5777,-12.5188)
(-0.1409,-3.4438,3.2462,11.6264)
(-3.8999,-0.2720,4.9277,11.1934)
(-4.0733,-4.8612,0.0216,0.8205)
(2.8678,-1.0151,-0.6985,13.0201)
(-2.4778,-0.7908,-0.8955,3.5487)
(2.9733,0.0026,-1.5572,10.0145)
(1.8996,4.4152,-2.8218,2.9104)
(-3.7572,4.8794,-2.3306,-15.2126)
(-4.3234,0.2886,-2.5511,-2.4611)
(4.9058,2.5618,-3.7641,1.9569)
(1.9283,-1.9927,2.3057,15.8509)
(-4.8292,-0.9043,-1.8169,6.7182)
(-0.4524,-4.5913,-1.8886,11.1514)
(1.0977,-4.8251,0.5333,17.1677)
(1.9787,-1.0639,-0.1486,5.8252)
(-1.6588,-0.4880,-4.4169,11.2531)
(-1.1510,-1.8488,4.5021,5.1366)
(-1.5592,-3.3179,-3.8075,13.4013)
(3.9796,2.1463,4.4923,6.1728)
(1.0667,0.7368,2.1830,9.8707)
(-1.9765,3.7905,-0.0379,-7.0864)
(0.9799,-4.4859,3.2633,20.8089)
(-4.0529,-0.0968,-2.2095,-4.5886)
(-4.0849,1.7958,2.5321,0.5556)
(1.8083,-1.4886,-4.7260,11.1994)
(2.6177,-4.5180,-2.7704,15.2338)
(0.8628,4.1316,4.3684,-2.7188)
(3.5585,-3.1742,-1.5591,10.4237)
(1.4849,3.2981,1.3085,-10.3825)
(3.5289,2.3743,3.9365,5.2197)
(-4.4924,3.1399,1.6106,-9.2645)
(-2.0351,-0.7604,-2.7856,2.0600)
(-1.0910,1.9517,-2.9679,-2.8313)
(4.8517,-2.2136,-3.1426,11.0697)
(3.2869,-4.4444,3.7419,29.7698)
(4.3831,-4.3439,0.4988,17.4409)
(-1.4271,-3.7779,-3.8374,2.1874)
(-2.6693,1.7425,-2.9659,-0.0033)
(0.7918,4.9799,-3.2937,-15.7075)
(0.6785,-3.9953,1.6143,23.0384)
(-3.7226,-0.1130,3.9669,4.6775)
(3.8356,-0.4258,1.2717,15.9479)
(-0.8210,4.7794,-0.6973,-12.9283)
(-1.1206,-0.2575,-4.9651,4.5919)
(-1.5547,0.1347,-2.8081,0.6983)
(-4.3396,-2.1396,-1.7829,1.8256)
(-0.4938,-2.3341,0.2241,8.7376)
(-3.2280,1.3864,0.9671,2.4080)
(1.6365,4.3785,0.7427,-9.9595)
(0.7460,4.9123,1.4681,-4.9432)
(2.9671,4.9042,-1.4380,-2.7338)
(-3.9079,3.0184,2.9741,-0.2684)
(-1.5302,4.0269,-0.9478,-15.8469)
(4.1933,-1.6594,-3.3730,11.3668)
(3.3085,0.9017,1.1475,9.2674)
(3.5265,-0.9132,-1.1761,17.2964)
(4.5828,-0.0521,-0.0770,18.6344)
(-2.4278,0.2512,3.7834,0.3279)
(3.7527,4.5798,1.7072,2.0345)
(2.1053,4.6643,1.1862,-5.4208)
(-4.2612,0.9589,2.9418,-2.6040)
(4.4985,-1.5850,3.9648,20.5725)
(0.0141,-3.3650,4.1095,12.2654)
(3.8518,-2.2631,0.9246,19.0054)
(-2.1462,-1.4750,3.3161,8.3674)
(-1.6527,-4.6536,-3.2768,10.0843)
(-3.7013,-1.1744,-2.2482,0.7712)
(2.9888,3.9957,2.2706,-1.0898)
(-1.4312,4.4369,-0.3114,-12.0812)
(-4.3833,-4.7526,0.0728,7.3683)
(-2.3103,-1.8780,-4.0541,4.8180)
(3.0714,-0.7118,1.1857,9.8861)
(-2.9855,-1.6775,3.6834,-4.4207)
(-3.6347,1.3116,-0.0955,-4.8951)
(1.7173,-2.5562,-4.9295,0.8647)
(2.3770,1.4075,-0.8427,10.4967)
(3.7197,1.2347,4.7217,-3.6380)
(1.7419,1.5582,-1.4414,-1.1523)
(-2.5839,1.2766,-2.9577,-12.1000)
(2.6990,-4.1682,0.0682,21.2076)
(4.5722,-2.2855,4.4304,16.7764)
(2.9346,3.6832,-4.6926,-0.5085)
(-0.1519,2.0449,2.5481,1.4051)
(1.2292,1.3877,-3.5036,-8.4045)
(-1.2846,-3.9975,-0.5878,13.3025)
(1.7023,-2.2465,4.7192,14.5835)
(-4.9925,2.6168,1.8479,-5.4735)
(-0.7150,-1.5398,-0.7468,5.1037)
(-1.9120,0.7669,4.8892,-3.1974)
(2.6674,-2.4662,2.4531,16.3757)
(1.4678,-1.3060,4.5388,19.5636)
(1.5196,-1.9829,3.6647,9.0326)
(-0.2543,3.9389,4.1874,-2.3230)
(0.6417,-2.6070,1.7412,21.6615)
(3.2303,-1.5753,3.3399,13.8460)
(-4.6390,3.9659,1.5829,-12.5420)
(-3.0677,1.8831,-3.9834,-6.2374)
(2.1679,-2.1211,4.6978,12.8135)
(-3.5995,3.0347,4.5457,-6.4809)
(-2.8636,3.5860,-4.4328,-4.0947)
(0.4127,-0.8765,2.4421,12.5644)
(2.2346,-1.1560,-0.8295,13.5872)
(-1.5588,3.8073,-3.5069,-10.2786)
(2.8646,3.7339,1.0080,2.4190)
(-3.6044,-4.8265,-4.3285,12.3713)
(0.4587,4.2601,4.6336,1.0641)
(-4.5339,1.4095,4.6204,-2.1850)
(1.1200,-0.2753,-3.4564,5.4710)
(2.4071,4.8501,1.3336,-4.4540)
(-1.5286,-0.1067,2.5698,11.7875)
(4.7371,1.6606,-3.7408,8.8304)
(-2.4279,0.2783,1.2458,1.7289)
(-2.0275,-4.5093,1.8819,12.5409)
(3.3152,-3.6329,3.9521,24.2014)
(-3.1005,4.7710,-0.2525,-5.7430)
(-3.8994,3.5094,1.4153,-15.1595)
(-3.6619,4.1035,-2.8158,-13.8515)
(-4.7136,2.0676,-4.8591,-18.8703)
(-2.4568,2.7368,-3.6675,-4.2668)
(-0.2335,2.9033,-1.5648,-14.7936)
(1.7662,-2.8055,-4.6477,3.9286)
(-3.2891,-2.3985,-0.9164,6.6319)
(0.5863,-4.4692,-0.7896,20.0933)
(0.8260,-0.7426,-4.0132,9.8592)
(4.0232,-4.3091,-2.6524,19.1016)
(2.3598,2.3016,-0.9194,-3.1883)
(1.1610,2.3280,-4.1024,-3.6458)
(-3.6413,1.6517,-3.7734,2.0006)
(1.4001,3.9759,-0.4910,-3.6945)
(2.7659,-0.5615,-4.9096,10.5988)
(0.0637,4.6405,-1.3104,-16.9135)
(-2.7716,4.8806,-0.0306,-15.6157)
(-1.4472,2.4262,1.2458,3.1109)
(4.6050,-3.6329,1.2669,17.1460)
(-4.2205,1.8551,3.1289,1.9954)
(0.2750,-1.2660,-3.2293,0.8241)
(3.3229,3.3852,1.9683,-3.1480)
(-0.5723,-2.6942,-1.5851,15.5452)
(3.0352,1.0090,0.2927,9.1284)
(3.7096,3.2177,2.1870,2.0842)
(2.8186,-2.6974,3.4580,17.8519)
(0.0054,-2.1704,2.4160,6.8840)
(0.3279,-2.0761,3.1399,7.0498)
(1.6312,-0.4449,3.6892,20.2383)
(-4.9777,-1.5435,-2.6388,-6.6023)
(-1.9413,1.1979,-4.6882,-6.9772)
(-3.2832,-4.7323,-4.2209,5.0843)
(3.1023,0.1360,3.1069,14.9937)
(2.7077,3.8347,-0.2977,-13.5180)
(-3.8048,3.1576,4.6096,1.1083)
(-4.1723,2.9038,-0.5944,-13.2986)
(-1.3202,2.8839,-3.0463,2.8768)
(1.4491,0.9340,-3.5387,1.4536)
(-4.8842,3.4299,-1.0629,-10.9051)
(1.8831,-4.6035,-1.5358,9.5799)
(3.8642,1.7936,2.6320,13.0716)
(1.6940,-1.1726,-0.4738,15.0345)
(-0.0815,3.7028,1.9929,-3.3007)
(1.9603,-4.0309,-4.7466,17.4898)
(-2.8879,-1.4830,-4.8172,4.1024)
(2.0541,3.5959,-2.7379,-9.9779)
(-4.8116,4.4146,-0.3894,-9.3218)
(2.2524,-2.0888,-4.8243,11.3335)
(2.9586,-3.4416,3.9530,15.9770)
(3.6933,2.7072,-2.4755,-1.2955)
(4.2536,3.7802,3.4180,-3.2228)
(4.0538,-0.5317,4.8838,25.1789)
(3.0846,-1.8710,-2.6073,4.7220)
(1.8628,4.5697,2.6464,0.0779)
(-2.7214,1.4434,-4.9623,-3.0523)
(-4.0746,-3.4478,-3.4685,5.0588)
(-1.4689,-2.0456,-0.5237,8.7230)
(0.3808,1.1319,-2.8311,-5.4922)
(2.6444,-0.5625,-1.1198,8.4849)
(-2.9054,-4.4006,-0.4679,8.5173)
(2.4757,1.9689,4.3271,4.6899)
(-2.9887,2.1183,-2.1643,-4.6309)
(2.5254,-3.6240,-0.2471,15.8161)
(-1.9369,1.7458,-0.0093,-6.2629)
(4.8289,2.6340,-3.6140,5.1144)
(-1.9151,4.2765,3.1679,-8.7167)
(-2.9924,-1.2775,1.4460,8.0834)
(-4.1511,-4.2232,1.3174,13.1679)
(4.4051,-0.9823,-1.5824,13.3901)
(-1.9953,1.9000,-3.3287,-4.3422)
(0.4479,2.7055,3.5021,0.4507)
(-3.3521,1.2310,2.9990,-3.8582)
(-2.2926,2.4087,-2.7434,0.5163)
(-2.6116,0.1803,-1.3279,-0.0741)
(4.9603,0.8671,-3.9090,5.4756)
(0.6742,1.9282,-2.0444,-6.0268)
(3.7612,-3.9954,4.6241,19.2792)
(4.6086,-3.7419,4.5069,17.9650)
(-4.2530,-3.7999,2.8013,5.3604)
