(2.5768,-4.3980,1.0000)
(3.3847,-1.1315,1.0000)
(-5.5731,0.5458,0.0000)
(3.6576,-1.8416,1.0000)
(0.5059,-0.5557,0.0000)
(-1.2844,2.1673,0.0000)
(-1.7649,-2.1728,1.0000)
(0.0566,-3.2390,0.0000)
(2.9643,2.7155,1.0000)
(-2.9170,-3.5179,0.0000)
(-5.2922,-5.5422,0.0000)
(0.4447,2.2900,0.0000)
(-1.9076,1.3895,0.0000)
(-2.8900,4.2056,0.0000)
(3.5724,3.6976,1.0000)
(3.1292,5.1080,0.0000)
(2.0095,5.9229,0.0000)
(-4.7930,-5.1078,0.0000)
(-4.6885,-1.0520,0.0000)
(-1.9524,-5.1841,1.0000)
(-0.5199,-0.9672,0.0000)
(-2.8723,-4.4475,1.0000)
(-2.6127,3.2513,0.0000)
(2.8642,5.5840,0.0000)
(2.3189,5.6262,0.0000)
(1.4578,2.1418,0.0000)
(4.5506,0.5737,1.0000)
(-2.5875,-3.9238,1.0000)
(4.1430,-4.3217,1.0000)
(5.1512,-3.7309,0.0000)
(-5.1133,-0.0816,0.0000)
(-3.1670,1.8446,0.0000)
(-0.2896,2.7143,0.0000)
(-5.1992,-3.8794,1.0000)
(0.4400,5.6278,0.0000)
(-2.7268,-5.5249,1.0000)
(-3.7242,-4.8701,0.0000)
(3.2483,1.4703,1.0000)
(-0.4230,-2.9614,1.0000)
(-0.0360,-3.5405,0.0000)
(5.8484,2.0285,1.0000)
(-2.6208,0.2718,0.0000)
(2.7004,1.8487,1.0000)
(3.6059,-2.6352,1.0000)
(-3.0754,5.1408,0.0000)
(3.6632,2.3285,0.0000)
(1.6873,2.5600,1.0000)
(5.8953,-5.5407,1.0000)
(1.4254,-4.5207,0.0000)
(4.0212,0.6503,1.0000)
(1.9520,5.2001,0.0000)
(2.1681,5.5499,0.0000)
(-4.4695,-1.3670,0.0000)
(-5.8581,-0.7521,0.0000)
(4.4251,-1.1855,1.0000)
(-5.2343,5.8580,0.0000)
(-1.4114,-4.3319,1.0000)
(4.4825,3.7761,1.0000)
(4.3385,-5.1724,1.0000)
(-0.8661,-0.8698,1.0000)
(-1.6675,1.9045,0.0000)
(0.5530,4.8821,0.0000)
(2.9415,2.4763,1.0000)
(-4.7766,2.5153,0.0000)
(-1.8754,3.0167,0.0000)
(0.3512,-4.6054,0.0000)
(-5.0463,-2.7624,0.0000)
(-2.1410,1.4359,0.0000)
(0.9492,4.1451,0.0000)
(-5.5230,-5.7924,1.0000)
(-3.2867,0.9917,0.0000)
(0.1048,2.9541,0.0000)
(0.2382,5.4215,0.0000)
(-2.2079,-2.3535,1.0000)
(3.8944,-3.5611,1.0000)
(-1.4265,-2.9761,0.0000)
(-2.5458,-0.3980,0.0000)
(-5.7495,1.9462,0.0000)
(0.1025,0.8637,1.0000)
(-2.3651,-3.8038,1.0000)
(3.6471,-3.4405,1.0000)
(4.0724,-5.3878,1.0000)
(2.7547,-0.1156,1.0000)
(-1.8394,3.4444,0.0000)
(-4.3298,-4.5505,1.0000)
(-3.8027,1.8596,0.0000)
(4.7767,1.1827,1.0000)
(-3.7910,-5.8565,1.0000)
(3.5495,4.0877,1.0000)
(0.5504,-3.6590,1.0000)
(4.7412,-4.5379,1.0000)
(-2.4946,-1.0208,0.0000)
(1.1802,-0.0800,1.0000)
(1.0123,-2.6846,1.0000)
(-3.0059,-2.6504,0.0000)
(-1.3633,3.9085,0.0000)
(-1.8611,-1.8389,0.0000)
(-1.7051,-3.3598,1.0000)
(3.1015,3.7536,0.0000)
(-5.4225,3.4174,0.0000)
(-3.6346,-2.6911,0.0000)
(-1.6873,3.2629,0.0000)
(-4.2799,-0.5324,0.0000)
(-1.4334,0.4334,0.0000)
(2.4899,5.0166,0.0000)
(0.8591,5.0093,0.0000)
(-0.7457,-1.8392,1.0000)
(-3.1029,1.1547,0.0000)
(3.6883,-0.4430,1.0000)
(5.0935,-5.6562,1.0000)
(2.4443,-4.5955,1.0000)
(-5.9067,5.7060,0.0000)
(-2.7935,5.2705,0.0000)
(-5.7378,-1.7916,0.0000)
(1.2119,-1.4524,0.0000)
(5.4687,-5.4275,1.0000)
(3.4535,3.9672,1.0000)
(-3.6957,-0.9021,0.0000)
(1.7232,-1.7957,1.0000)
(0.1151,-3.2735,1.0000)
(0.2835,-5.0682,1.0000)
(1.9448,-4.4367,1.0000)
(1.5997,0.7977,1.0000)
(-1.4663,-4.9391,1.0000)
(-3.7144,3.6648,0.0000)
(0.5696,-3.8747,1.0000)
(2.8442,-0.7079,1.0000)
(0.3731,0.0401,1.0000)
(1.8681,-1.6554,1.0000)
(-2.1661,-0.7015,0.0000)
(4.5855,2.6010,0.0000)
(4.2277,-2.6009,1.0000)
(0.6879,-4.1443,1.0000)
(-0.7350,-4.7198,1.0000)
(-4.5610,0.9688,1.0000)
(5.6530,-1.7988,1.0000)
(-2.3537,0.6487,1.0000)
(-0.8098,1.3181,0.0000)
(-4.0439,4.6525,0.0000)
(3.9471,1.0021,1.0000)
(1.0153,-1.5376,1.0000)
(-1.9028,-2.7666,0.0000)
(-4.8059,2.9378,0.0000)
(-2.0203,-3.6422,0.0000)
(3.1165,-3.7478,0.0000)
(1.6312,-3.2339,1.0000)
(0.3168,3.2791,0.0000)
(1.0266,-1.6686,0.0000)
(0.5617,5.2458,0.0000)
(1.5881,3.1651,1.0000)
(-0.8847,-0.1921,1.0000)
(-1.2670,3.3809,0.0000)
(-1.3537,4.7457,0.0000)
(-1.2548,-2.3626,1.0000)
(-1.5046,-3.9501,1.0000)
(-4.8983,0.2259,0.0000)
(-1.1944,-1.9753,0.0000)
(1.6209,-2.6042,1.0000)
(5.4863,0.5737,1.0000)
(-5.0514,5.8101,0.0000)
(1.9168,-3.1846,1.0000)
(-3.5647,1.9522,1.0000)
(2.9563,-3.0352,1.0000)
(-2.3578,0.8116,0.0000)
(0.1109,0.2654,1.0000)
(-2.9413,4.1818,0.0000)
(-4.2734,5.5181,0.0000)
(-3.4508,0.0001,0.0000)
(2.7800,-2.9896,1.0000)
(-0.3418,-1.1222,1.0000)
(2.3935,3.2166,1.0000)
(-0.4403,0.7590,0.0000)
(1.9348,5.8300,0.0000)
(4.1966,3.4325,1.0000)
(-1.3736,-3.0061,1.0000)
(-0.9913,-5.2649,1.0000)
(5.7577,-0.3384,1.0000)
(-5.7770,-0.1120,0.0000)
(-3.1317,-2.8908,0.0000)
(3.4199,2.4768,1.0000)
(1.7271,0.5052,1.0000)
(-5.2997,-3.9858,0.0000)
(0.6663,3.4916,0.0000)
(-2.9331,1.1861,0.0000)
(-5.6263,-2.7042,0.0000)
(2.9494,5.5272,0.0000)
(5.5245,1.3124,1.0000)
(5.3918,-5.2518,1.0000)
(1.0646,0.9423,1.0000)
(5.5450,-5.2227,1.0000)
(-4.9543,-0.6084,0.0000)
(-2.2809,2.5910,0.0000)
(-3.9825,5.6203,0.0000)
(5.6000,5.4891,1.0000)
(-1.6522,-1.3347,1.0000)
(2.1346,5.4764,0.0000)
(1.3575,1.0118,1.0000)
(-1.2967,3.2443,0.0000)
(0.0869,-3.3064,1.0000)
(2.7363,5.5018,0.0000)
(3.7337,-4.6325,1.0000)
(-5.8135,0.8558,1.0000)
(4.0428,4.2125,1.0000)
(-2.2601,-4.3001,0.0000)
(0.0799,4.2620,0.0000)
(1.5783,0.5450,1.0000)
(-2.8682,-3.3346,0.0000)
(2.1650,-1.4775,1.0000)
(4.3702,-1.1484,0.0000)
(-4.7020,-2.1791,0.0000)
(5.9702,-1.6948,1.0000)
(1.8396,-1.1668,1.0000)
(5.0215,-3.9732,1.0000)
(4.0901,0.5138,1.0000)
(1.9658,4.6051,0.0000)
(-0.1525,1.6639,0.0000)
(2.7852,5.2532,1.0000)
(-5.8179,-0.3552,0.0000)
(-2.2725,-5.1586,1.0000)
(-1.8192,2.6632,0.0000)
(-5.3211,-3.2804,0.0000)
(5.1799,-1.0906,1.0000)
(3.6562,4.7895,0.0000)
(1.6712,-3.5717,1.0000)
(3.6506,-4.0887,1.0000)
(-5.1161,5.4257,0.0000)
(3.1749,4.0946,1.0000)
(-1.1119,-5.0993,1.0000)
(0.0495,4.6616,0.0000)
(3.9008,1.3999,1.0000)
(4.8578,-2.5696,1.0000)
(3.0385,-2.4712,1.0000)
(3.2976,0.3081,0.0000)
(0.3521,-5.3083,1.0000)
(-3.7369,-1.4409,0.0000)
(-3.6688,-2.4914,0.0000)
(-5.0077,5.6182,0.0000)
(1.7791,4.5200,0.0000)
(-5.3658,4.2522,0.0000)
(2.5314,-4.3817,1.0000)
(-5.1070,-5.4969,0.0000)
(-1.4513,-4.8291,1.0000)
(-2.1500,4.0104,0.0000)
(-2.5654,3.2957,0.0000)
(5.6537,-1.3722,1.0000)
(-4.4781,4.4496,0.0000)
(0.4143,1.9651,0.0000)
(4.1633,-2.5409,1.0000)
(-0.0145,2.2213,0.0000)
(4.3264,1.7543,1.0000)
(-1.3792,-2.5012,1.0000)
(2.2099,4.4286,0.0000)
(0.8406,-0.0747,1.0000)
(-1.2237,-3.3812,1.0000)
(3.4867,-1.9229,1.0000)
(3.4032,-2.4467,1.0000)
(-1.2740,-4.0344,0.0000)
(-3.8375,-1.5448,0.0000)
(3.0863,-0.8675,1.0000)
(2.8151,1.0089,1.0000)
(-0.5495,5.5067,1.0000)
(-5.2268,3.2169,1.0000)
(-5.9045,-2.4684,0.0000)
(-1.5124,-0.7624,0.0000)
(-4.7553,-2.2455,0.0000)
(-0.5968,-0.2029,0.0000)
(5.7511,-2.2325,1.0000)
(-2.0835,2.1023,0.0000)
(-1.4769,3.0736,0.0000)
(-1.5868,2.7814,0.0000)
(4.3037,-3.8580,1.0000)
(-3.8966,4.3961,0.0000)
(-1.3262,0.0030,0.0000)
(-4.4080,-3.3840,0.0000)
(3.9147,-2.7434,1.0000)
(-3.0055,5.3953,1.0000)
(1.3914,5.8944,0.0000)
(-4.5719,-1.5680,0.0000)
(-3.5786,-4.6692,0.0000)
(3.2992,-1.1102,1.0000)
(2.6541,3.8833,0.0000)
(-1.5123,5.0931,0.0000)
(-2.6495,5.6453,0.0000)
(2.1638,3.6366,1.0000)
(4.2627,0.6427,1.0000)
(5.1403,2.9060,1.0000)
(-5.7804,5.4961,0.0000)
(2.0946,-0.1993,1.0000)
(-2.4121,3.4839,0.0000)
(-2.9483,-5.6167,1.0000)
(1.9143,-0.8494,1.0000)
(0.9020,-3.0543,1.0000)
(-1.8521,3.2912,0.0000)
(-3.7626,-3.2446,0.0000)
(3.1023,1.6979,1.0000)
(-1.2210,-2.6615,1.0000)
(-3.5460,-5.6090,0.0000)
(2.5228,-5.1372,1.0000)
(-5.8817,-3.7644,0.0000)
(2.6105,-1.9865,1.0000)
(3.5778,0.0097,1.0000)
(1.9421,3.8828,0.0000)
(5.9326,-4.2714,1.0000)
(3.7176,-4.2321,1.0000)
(1.2730,3.2631,0.0000)
(-2.7838,5.1119,0.0000)
(0.6851,5.4752,0.0000)
(2.4516,0.4322,1.0000)
(-5.1818,-5.6155,1.0000)
(3.1684,2.6859,1.0000)
(-4.2548,-1.4361,0.0000)
(1.6865,-0.8464,0.0000)
(-2.6232,4.2646,0.0000)
(-5.3034,2.5004,0.0000)
(-4.0944,-3.9584,0.0000)
(5.3337,4.5446,0.0000)
(-4.2894,-5.4515,1.0000)
(4.0226,2.3829,1.0000)
(1.2270,0.9620,1.0000)
(3.0306,3.1568,0.0000)
(2.7962,5.2767,0.0000)
(-1.3065,-1.8900,0.0000)
(4.2990,4.9497,0.0000)
(0.8189,0.5483,1.0000)
(0.2883,-5.0571,1.0000)
(4.6226,-2.6051,1.0000)
(2.2934,-4.6187,1.0000)
(-0.2855,-5.6153,1.0000)
(5.4158,-0.0906,1.0000)
(-0.5638,0.6997,0.0000)
(-4.9626,-5.0034,0.0000)
(5.0243,5.2245,1.0000)
(1.8365,5.3345,0.0000)
(-1.4307,5.9165,0.0000)
(-1.0475,-3.9617,1.0000)
(4.9982,-5.7721,0.0000)
(4.0824,4.4047,1.0000)
(-4.8562,4.7299,0.0000)
(3.9364,-2.8264,1.0000)
(-2.6892,-1.0770,0.0000)
(5.7770,-5.0899,1.0000)
(2.6036,3.3648,0.0000)
(-5.8273,-3.2179,0.0000)
(-2.7683,2.3840,0.0000)
(3.1485,-4.3315,1.0000)
(-2.5550,-3.1911,0.0000)
(0.3132,2.2432,0.0000)
(-2.2836,-3.9544,1.0000)
(-1.3394,2.7445,0.0000)
(0.6145,3.5863,0.0000)
(0.0337,-1.9326,1.0000)
(-2.2709,-0.0732,0.0000)
(-3.2686,1.4294,0.0000)
(-5.3975,-4.9874,0.0000)
(-0.1739,-4.1774,0.0000)
(0.8098,2.6262,0.0000)
(4.1392,-2.0106,1.0000)
(2.5310,0.8257,1.0000)
(-5.6632,-4.4402,0.0000)
(2.6124,1.4520,1.0000)
(-0.7898,1.6775,0.0000)
(4.4826,2.1172,0.0000)
(2.1032,1.1751,0.0000)
(-1.9983,-0.1958,0.0000)
(1.9919,2.6167,0.0000)
(-0.1091,5.6929,0.0000)
(-3.4212,2.5381,0.0000)
(5.2853,-3.8848,1.0000)
(-1.8704,-0.9556,0.0000)
(3.1862,-1.6495,1.0000)
(2.6921,4.8302,0.0000)
(-2.8176,-0.3890,1.0000)
(-3.1686,-5.4349,1.0000)
(4.2895,5.5464,0.0000)
(0.6187,-2.0765,1.0000)
(0.2842,3.3699,0.0000)
(2.0720,1.6493,1.0000)
(-1.5025,2.7723,0.0000)
(-2.4832,3.7993,1.0000)
(-2.4723,-2.6200,0.0000)
(-5.8264,-0.8679,0.0000)
(4.0393,1.3048,1.0000)
(-5.7210,5.7952,0.0000)
(-1.5798,-1.6228,1.0000)
(-3.1575,4.6936,0.0000)
(1.9403,-2.7445,1.0000)
(1.4741,4.3863,0.0000)
(1.1926,-3.5965,1.0000)
(-3.5737,2.7832,0.0000)
(-1.9849,-2.3886,0.0000)
(-5.3792,-5.8176,1.0000)
(-5.1423,1.7816,0.0000)
(-4.8519,3.9108,1.0000)
(2.1673,-1.8623,1.0000)
(-4.4062,4.1771,0.0000)
(4.8753,-1.4644,0.0000)
(4.3737,-3.6439,1.0000)
(3.6590,1.1437,1.0000)
(1.7490,3.0133,1.0000)
(-0.1844,-3.2774,0.0000)
(-2.3808,5.4536,0.0000)
(-0.3153,-5.6410,1.0000)
(-1.3576,-3.9121,1.0000)
(-1.1582,-0.4256,0.0000)
(-4.4873,4.5283,0.0000)
(4.5881,0.2961,1.0000)
(-3.5759,4.5702,0.0000)
(3.2964,-2.2873,1.0000)
(5.0983,-1.6441,1.0000)
(-4.6246,-2.7036,0.0000)
(5.3445,5.8961,0.0000)
(-2.4987,5.4123,0.0000)
(3.1650,-4.2033,1.0000)
(-2.0922,2.6071,0.0000)
(-3.2355,3.0262,0.0000)
(2.4079,2.1007,1.0000)
(-3.0504,-2.0593,0.0000)
(-4.9036,1.2518,0.0000)
(3.7341,5.6462,1.0000)
(5.0398,-5.7826,1.0000)
(5.2443,4.8736,0.0000)
(5.9881,-5.8983,0.0000)
(-2.7407,3.3998,0.0000)
(-3.6382,-1.1960,0.0000)
(-4.9542,4.5636,0.0000)
(-2.1320,5.3483,0.0000)
(-2.7897,-5.7954,1.0000)
(3.8476,-5.3598,1.0000)
(-4.1000,-3.5999,0.0000)
(-0.5091,-0.9166,1.0000)
(2.4505,-3.4825,1.0000)
(-5.9859,-3.2735,0.0000)
(-2.2376,4.5630,0.0000)
(5.0612,2.4267,1.0000)
(-2.2341,-1.7690,0.0000)
(-1.0489,-2.8594,1.0000)
(3.7375,2.7099,1.0000)
(-3.4636,2.8852,0.0000)
(-2.3029,2.7734,0.0000)
(5.8911,-1.1133,1.0000)
(-0.9344,4.9295,0.0000)
(3.5860,1.5973,1.0000)
(-0.8703,-4.2549,1.0000)
(3.5451,1.6834,0.0000)
(-2.3526,-5.4052,1.0000)
(3.2997,-4.7935,1.0000)
(0.9622,4.2935,0.0000)
(4.9733,2.2890,1.0000)
(-4.6712,-4.4983,0.0000)
(-4.1049,0.5133,0.0000)
(3.2143,-3.2434,1.0000)
(-2.8166,-5.2779,1.0000)
(-3.6858,1.2631,0.0000)
(3.8364,-1.4807,1.0000)
(-5.3595,-1.9731,0.0000)
(-4.7269,0.2840,0.0000)
(-4.0251,-4.0552,0.0000)
(-4.9207,1.6606,0.0000)
(-2.6048,1.1304,0.0000)
(1.4779,-3.0352,0.0000)
(-5.1214,1.7069,0.0000)
(3.7406,1.4771,1.0000)
(-5.3562,-0.9825,0.0000)
(-2.8313,5.9213,0.0000)
(5.4720,-5.9620,1.0000)
(5.1826,2.4423,1.0000)
(-2.3357,4.5009,0.0000)
(3.1038,5.6288,1.0000)
(-4.4700,-1.8428,0.0000)
(-1.5208,-3.2063,1.0000)
(-3.3947,-1.9414,0.0000)
(-0.0719,-3.2456,1.0000)
(-3.4050,-4.2771,0.0000)
(-2.3066,3.2651,0.0000)
(0.1672,-1.3191,1.0000)
(-1.5816,0.4198,0.0000)
(-1.7173,2.7966,0.0000)
(2.1796,-3.9072,1.0000)
(5.0075,4.2811,1.0000)
(1.6829,-5.0759,1.0000)
(5.6709,-0.8477,1.0000)
(1.4384,5.8321,0.0000)
(5.9289,5.0666,0.0000)
(-2.8084,3.9559,0.0000)
(2.6746,3.5893,0.0000)
(-4.6444,1.6180,0.0000)
(-1.6361,0.9803,0.0000)
(5.1754,-0.7111,1.0000)
(3.7743,-0.0155,1.0000)
(5.9356,2.4124,0.0000)
(3.7476,-0.0531,1.0000)
(-0.7318,-4.2297,0.0000)
(-0.4193,4.3676,1.0000)
(0.1036,-2.6256,0.0000)
(-4.6373,-1.0507,0.0000)
(-0.0965,1.0523,0.0000)
(-2.5935,3.9336,0.0000)
(-0.6675,-0.8615,1.0000)
(0.3654,-4.9326,1.0000)
(3.9888,-3.4785,1.0000)
(4.2985,-5.9883,1.0000)
(2.1605,2.4613,1.0000)
(3.6366,0.2995,0.0000)
(2.5692,-1.6438,0.0000)
(-3.9138,3.0522,0.0000)
(2.2222,-5.1196,1.0000)
(-5.7776,4.1747,0.0000)
(2.4504,-3.0950,1.0000)
(-2.1262,1.7414,0.0000)
(-3.6418,-4.2911,0.0000)
(0.6054,4.8399,0.0000)
(3.6503,-2.0617,1.0000)
(-5.3631,1.0216,0.0000)
(5.7944,-1.8588,1.0000)
(2.3059,-0.9699,1.0000)
(-2.6388,0.7148,0.0000)
(0.2733,5.3768,0.0000)
(5.5145,-4.2811,1.0000)
(-4.6173,5.2038,0.0000)
(4.8008,-0.8409,1.0000)
(-3.4951,-2.6110,1.0000)
(-0.1002,-5.0605,1.0000)
(4.2959,0.3387,1.0000)
(-3.6424,1.3385,0.0000)
(1.2695,3.0307,0.0000)
(0.5517,0.8774,1.0000)
(2.4030,-3.6947,1.0000)
(-3.6500,-5.9968,1.0000)
(1.1053,-0.5934,1.0000)
(4.5634,-1.0411,1.0000)
(1.5562,-0.2537,0.0000)
(4.7045,-5.7952,1.0000)
(-5.5299,2.8116,0.0000)
(-2.9305,-2.5535,0.0000)
(3.1021,-1.2082,1.0000)
(0.5360,2.8468,0.0000)
(5.2996,0.9275,1.0000)
(-5.8453,3.0544,0.0000)
(5.7093,-1.2789,1.0000)
(-1.8336,-3.5353,0.0000)
(0.5096,-0.5163,1.0000)
(2.4878,3.3976,1.0000)
(4.5452,1.9218,1.0000)
(5.5610,-4.4096,1.0000)
(5.9079,2.4739,1.0000)
(0.8253,-4.6627,1.0000)
(-5.0830,4.9870,0.0000)
(-0.5205,3.7849,0.0000)
(5.8869,-4.4025,1.0000)
(-5.8918,-1.7003,0.0000)
(-3.1858,-5.7588,1.0000)
(2.2996,-3.7088,1.0000)
(-2.6013,-4.8918,1.0000)
(-2.0699,5.6928,1.0000)
(4.8892,-2.7724,1.0000)
(3.8782,-1.6238,1.0000)
(-1.5882,4.1869,0.0000)
(-1.5946,-1.6734,0.0000)
(-1.7691,-5.8043,1.0000)
(5.8767,0.6644,1.0000)
(3.8252,5.8179,0.0000)
(-2.8698,0.8125,0.0000)
(0.2466,5.2474,0.0000)
(3.8108,-3.0701,1.0000)
(1.5589,-3.0341,1.0000)
(5.5371,-5.4236,1.0000)
(4.9030,3.1757,1.0000)
(3.3297,1.3050,1.0000)
(-1.3258,-0.1119,0.0000)
(1.3215,-4.0008,1.0000)
(1.1920,-4.3771,1.0000)
(4.0749,5.9743,1.0000)
(-5.3894,3.7054,0.0000)
(-3.5139,-2.1238,0.0000)
(-4.6765,-4.4533,0.0000)
(-2.0554,2.9221,0.0000)
(-2.3953,-0.7971,0.0000)
(4.6632,-3.5369,1.0000)
(2.2859,-2.9396,1.0000)
(2.5029,-3.1016,0.0000)
(-1.1210,-4.5103,1.0000)
(-1.2091,2.4442,1.0000)
(0.0375,-5.5437,0.0000)
(-0.5959,-2.8005,1.0000)
(-1.5811,-0.2146,0.0000)
(0.6010,-1.1223,1.0000)
(1.0091,-2.3497,1.0000)
(5.6262,-5.5131,1.0000)
(4.8007,-2.2158,1.0000)
(1.1140,0.5177,1.0000)
(2.7497,-0.4261,1.0000)
(3.4033,-2.0877,1.0000)
(-5.0085,-4.3506,0.0000)
(2.9398,-1.3683,1.0000)
(-1.7952,3.6199,0.0000)
(4.5813,-1.9500,1.0000)
(-2.6822,0.0369,0.0000)
(-0.7966,-0.1052,0.0000)
(0.3385,3.4324,0.0000)
(0.9242,-5.7346,1.0000)
(1.8002,-3.5065,1.0000)
(1.4896,-5.5112,1.0000)
(4.9041,1.6215,0.0000)
(-0.6194,4.7359,0.0000)
(2.8690,-5.9960,1.0000)
(-5.8207,4.9723,1.0000)
(5.0969,5.3284,1.0000)
(3.5823,0.8350,1.0000)
(-4.6354,-4.0185,0.0000)
(-0.9074,-5.3249,1.0000)
(1.0932,-1.5381,1.0000)
(-4.5183,-1.0743,0.0000)
(-3.2060,5.4617,0.0000)
(-5.8695,4.7207,0.0000)
(-2.6143,-2.4862,1.0000)
(-3.8724,-1.1100,0.0000)
(1.0630,-4.3813,1.0000)
(-1.4231,0.6880,0.0000)
(1.9312,2.9862,0.0000)
(-4.9209,4.1794,0.0000)
(2.2271,-4.4914,1.0000)
(0.6646,-3.0092,1.0000)
(-0.9251,0.6882,0.0000)
(-2.8229,-1.8379,0.0000)
(4.0454,2.9284,1.0000)
(3.9193,1.0657,1.0000)
(5.6615,5.4173,1.0000)
(5.6384,-2.1491,1.0000)
(4.8871,-5.1758,1.0000)
(0.5650,2.6793,0.0000)
(0.3888,-0.3637,1.0000)
(-3.3979,-1.2626,0.0000)
(4.0212,-0.4927,1.0000)
(-4.3563,1.1097,0.0000)
(-2.5043,-3.6971,1.0000)
(2.3499,-4.2781,1.0000)
(-5.3723,-1.1853,0.0000)
(-5.8790,2.4244,0.0000)
(-3.3698,-2.2029,1.0000)
(-3.1574,-0.0281,0.0000)
(-2.5226,4.1611,0.0000)
(-0.8189,-0.2441,0.0000)
(2.4018,-0.7798,1.0000)
(1.5889,-0.1882,1.0000)
(-1.5851,-4.4570,1.0000)
(-0.8969,-0.9435,0.0000)
(1.8768,4.7714,1.0000)
(0.4938,-0.1410,0.0000)
(-4.4889,-0.5647,1.0000)
(3.3456,2.2678,1.0000)
(1.5140,-1.1941,0.0000)
(4.9827,4.7934,1.0000)
(-2.7488,-0.8804,0.0000)
(-2.1632,1.9955,0.0000)
(-1.3817,0.1752,0.0000)
(-0.6585,-1.6690,1.0000)
(-3.5302,0.5364,0.0000)
(-0.0676,-2.6319,1.0000)
(4.1015,4.1320,1.0000)
(-2.8645,3.8707,0.0000)
(4.2408,0.5430,1.0000)
(4.1719,-4.8369,0.0000)
(-5.0508,1.3518,0.0000)
(0.3439,1.6128,0.0000)
(5.7760,-3.7969,1.0000)
(-3.4026,3.6786,0.0000)
(3.1670,5.1990,0.0000)
(3.0873,1.2368,0.0000)
(-4.9814,-3.8148,0.0000)
(-2.0786,3.1767,0.0000)
(2.7326,4.2251,0.0000)
(-3.4241,-5.6832,1.0000)
(1.3365,-3.8086,1.0000)
(-5.7232,1.0278,0.0000)
(-2.6766,-3.1886,0.0000)
(0.4976,3.1629,1.0000)
(-2.4822,-0.1144,1.0000)
(2.8286,-1.3264,1.0000)
(1.9190,-2.7835,1.0000)
