(-2.6216,-3.1914,-2.5591,0)
(-3.1930,-3.0315,-1.8001,0)
(-3.3080,-3.8228,-4.6092,0)
(-2.3688,-3.3343,-3.6770,0)
(-1.8383,-2.8003,-3.0351,0)
(-5.3483,-3.4123,-2.4480,0)
(-3.9493,-1.6853,-4.1920,0)
(-2.4462,-4.2223,-3.8278,0)
(-3.2469,-3.7876,-2.8983,0)
(-3.5659,-1.8288,-4.0462,0)
(-2.6609,-2.8081,-4.4675,0)
(-5.4345,-3.6423,-0.3635,0)
(-2.8203,-4.5046,-2.7827,0)
(-2.4827,-2.4112,-1.9189,0)
(-2.7774,-2.1954,-3.7448,0)
(-3.7125,-3.7303,-1.5500,0)
(-3.8161,-3.2071,-2.7588,0)
(-3.4222,-3.1391,-1.3161,0)
(-2.7785,-4.8738,-1.0572,0)
(-4.2951,-3.1718,-1.6867,0)
(-2.2416,-2.8747,-2.2921,0)
(-0.0605,-4.3157,-1.4350,0)
(-1.8937,-1.4261,-3.5086,0)
(-3.1881,-1.0298,-2.1224,0)
(-1.2767,-2.8017,-3.2325,0)
(-4.4847,-3.7527,-3.6558,0)
(-3.2364,-4.1064,-1.7465,0)
(-2.4942,-3.8206,-4.9947,0)
(-3.0320,-2.1269,-3.6959,0)
(-4.7807,-4.6402,-3.2467,0)
(-3.8423,-1.5849,-4.4172,0)
(-3.4304,-3.5758,-3.3518,0)
(-3.3896,-2.7600,-2.2729,0)
(-1.6649,-2.9236,-2.5678,0)
(-3.3657,-4.3449,-2.5986,0)
(-4.8764,-1.9073,-4.4815,0)
(-2.3475,-3.2882,-3.0366,0)
(-4.2967,-2.6500,-3.5700,0)
(-4.0575,-3.5548,-3.3729,0)
(-3.7379,-2.5468,-2.8761,0)
(-3.1986,-3.3949,-3.8930,0)
(-2.1955,-1.8425,-2.4839,0)
(-2.7092,-4.3395,-5.3105,0)
(-3.6569,-2.8879,-2.5690,0)
(0.3570,1.2134,-0.9632,1)
(0.4461,1.5758,0.0573,1)
(-0.9538,-0.3013,0.5229,1)
(-0.4426,0.2098,0.5870,1)
(0.6492,1.5771,0.4037,1)
(-0.3606,0.1209,0.8480,1)
(1.3249,1.4286,0.2875,1)
(1.7958,-0.0241,1.5533,1)
(-0.3974,-0.9645,-0.6145,1)
(-0.9073,1.5234,-1.2079,1)
(0.8579,1.7229,0.3116,1)
(-1.5990,0.8133,-1.1560,1)
(0.4016,0.2343,-0.3772,1)
(-0.3559,-0.3237,0.8444,1)
(0.4528,0.6778,0.3401,1)
(0.3813,0.2452,0.5304,1)
(-0.7024,-0.2960,1.0856,1)
(-2.1848,0.5022,-0.7519,1)
(-1.1219,-0.1956,-2.1555,1)
(0.3705,1.3609,-1.0007,1)
(0.5161,0.2472,0.1843,1)
(0.3463,0.6743,-1.1176,1)
(-0.6881,0.3741,-0.3209,1)
(0.6575,1.1472,-0.2457,1)
(0.2538,0.0091,-0.6696,1)
(1.4751,-0.9406,1.1678,1)
(-1.8965,-1.6974,0.3536,1)
(-1.3310,-0.2242,-0.2605,1)
(-0.6411,0.4760,-0.1545,1)
(0.2410,-0.4696,-1.3091,1)
(0.9680,0.1648,1.3991,1)
(0.3015,-0.9012,0.9365,1)
(0.1286,-0.7371,1.5283,1)
(0.8479,-1.1397,0.0953,1)
(-0.3141,0.0418,1.1765,1)
(-1.6556,-0.8098,0.7849,1)
(1.4839,0.7799,0.2684,1)
(1.5568,0.1357,-0.6313,1)
(-0.2611,0.8587,-0.8913,1)
(2.2760,-1.4748,0.4454,1)
(0.0612,0.0011,-0.8514,1)
(-1.0781,1.3867,-0.3892,1)
(-0.1318,-0.5702,-0.1710,1)
(-0.0685,-1.1119,0.7385,1)
(-0.5564,-1.0304,-0.8122,1)
(0.4687,-0.9218,-0.2876,1)
(-0.5206,-0.9001,-0.4667,1)
(-0.4488,-1.2651,-1.0806,1)
(0.2874,-1.6894,-0.5433,1)
(0.6916,0.7356,-0.6436,1)
(0.9168,-1.1444,0.3871,1)
(-1.1579,1.2350,-2.4262,1)
(-0.6662,1.1712,0.4718,1)
(-1.1134,0.9921,-1.6066,1)
(-0.9837,-1.0792,1.3643,1)
(-0.5741,0.5595,-0.4568,1)
(1.7256,0.6964,0.7507,1)
(0.8443,0.1247,-0.0498,1)
(-0.2317,0.1281,-0.8483,1)
(0.7899,-0.3495,0.0061,1)
(-1.6811,-0.2940,-0.1094,1)
(0.4875,-1.4582,0.9758,1)
(-0.7445,0.1838,0.4835,1)
(1.4529,0.2548,-0.3265,1)
(-0.0235,0.5061,-2.4163,1)
(0.2103,-2.0445,-0.4196,1)
(-0.9568,1.5244,0.4371,1)
(0.5406,2.3168,1.0808,1)
(1.7318,-0.5397,-0.7831,1)
(-0.8811,0.7695,-0.6094,1)
(-2.3234,-0.9411,-0.4438,1)
(0.8908,0.8423,1.8833,1)
(-0.0799,-1.5694,0.2112,1)
(-0.4021,1.1865,0.0404,1)
(-0.7101,1.0575,-1.3958,1)
(0.9880,-1.0657,0.7930,1)
(-1.6566,-0.2401,3.2372,1)
(0.0721,0.5380,0.9754,1)
(0.6619,1.3347,-0.9074,1)
(-0.2450,0.9938,0.4157,1)
(-1.0433,-2.1967,-2.2300,1)
(-0.4025,1.6068,-1.0905,1)
(-0.4344,2.6245,0.2351,1)
(0.0247,-0.8798,1.9926,1)
(-2.5040,-0.5816,-1.6655,1)
(1.0528,0.7106,0.4025,1)
(-0.4987,-0.4737,-0.6294,1)
(1.4269,0.7327,-0.7395,1)
(-0.6281,0.8261,-0.4093,1)
(-1.6491,-0.6298,0.1350,1)
(-0.8186,2.2664,0.7907,1)
(0.3222,0.1280,-0.0285,1)
(0.5810,0.7558,-0.4066,1)
(0.5839,1.2666,-0.0882,1)
(0.2444,-0.3850,-0.3645,1)
(-2.2744,-1.1136,-1.0282,1)
(-0.6292,-0.9562,-0.3286,1)
(-0.6693,0.6693,-0.2079,1)
(-1.1569,-1.7887,0.3906,1)
(0.1216,-1.0065,0.7241,1)
(3.5604,2.0513,4.1798,2)
(3.3026,4.0770,1.9988,2)
(2.0205,3.2233,0.7247,2)
(4.6845,3.9319,2.6568,2)
(2.3751,2.3234,3.9868,2)
(2.8434,3.2804,2.3157,2)
(4.1945,3.8399,2.8087,2)
(4.2153,1.9812,2.1227,2)
(3.7983,4.2208,2.3911,2)
(4.6090,0.3471,2.0852,2)
(2.8790,2.5325,3.7063,2)
(3.3445,2.4433,3.0916,2)
(3.7031,2.8899,2.6241,2)
(3.1117,4.2312,3.0444,2)
(2.1250,2.3374,3.7008,2)
(1.2105,5.8560,3.6638,2)
(2.1131,2.5384,1.2610,2)
(2.8861,1.7514,2.9656,2)
(2.2433,4.4182,1.7196,2)
(1.7621,2.1513,2.7381,2)
(2.0698,3.6388,3.2705,2)
(2.4374,5.1206,3.1918,2)
(2.8260,2.1405,2.4179,2)
(3.9627,3.9950,2.8532,2)
(2.6281,2.7952,1.7644,2)
(2.9820,4.9066,1.6697,2)
(2.5757,4.6085,3.9036,2)
(2.5782,3.8259,2.4698,2)
(1.7268,3.8828,4.0866,2)
(1.9388,3.4510,2.8833,2)
(2.9767,3.5146,5.4728,2)
(5.2850,4.5805,2.1540,2)
(3.4403,4.5269,2.3560,2)
(3.6418,3.3861,3.8802,2)
(4.2369,2.5712,2.0032,2)
(1.9177,3.0208,4.1597,2)
(2.2413,3.3146,2.3903,2)
(3.6265,1.0611,2.3674,2)
(2.4337,2.0245,3.1568,2)
(2.4565,5.5837,2.5103,2)
(4.5837,1.4838,3.5641,2)
(4.4596,4.4885,2.8445,2)
(1.5399,2.6188,3.3897,2)
(1.8446,1.9929,3.2149,2)
(1.7042,1.9552,3.2961,2)
(3.9187,3.4451,2.7664,2)
(3.6098,4.7599,3.3539,2)
(3.3036,2.1566,2.1411,2)
(2.3001,2.6159,3.3399,2)
(3.7403,4.2553,3.5803,2)
(4.4850,4.3816,3.3786,2)
(4.3523,3.9999,2.5191,2)
(5.0146,2.2179,3.8803,2)
(1.2509,3.3566,4.4314,2)
(3.8992,2.8365,1.7913,2)
(0.6198,3.2906,5.2588,2)
(5.5070,3.0115,1.6703,2)
(3.4414,1.8370,2.9841,2)
(3.7004,3.1191,2.9982,2)
(1.9987,3.7581,1.5791,2)
(2.0246,2.7274,3.2140,2)
(2.7263,2.8479,2.5015,2)
(3.5237,3.0103,1.4063,2)
(3.5832,0.5588,3.8591,2)
(3.0557,3.5435,4.1855,2)
(3.7964,2.6386,2.6370,2)
(3.4163,2.7561,2.4581,2)
(3.3584,2.5850,2.0484,2)
(3.3437,5.3866,3.0808,2)
(2.9606,3.0050,3.7655,2)
(3.5993,2.4247,2.0357,2)
(3.8120,0.1651,3.2129,2)
(3.2275,1.5936,3.0523,2)
(2.8668,1.3517,4.2524,2)
(2.0918,2.6250,3.7881,2)
(4.5228,3.0979,1.3235,2)
(2.2887,3.3829,3.8218,2)
(2.5288,2.9611,4.1295,2)
(-0.5757,3.8492,3.4203,2)
(2.9463,3.3292,2.5893,2)
(3.3438,1.9418,3.2696,2)
(3.1098,1.8725,2.3423,2)
(2.5084,0.4673,3.5917,2)
(2.9920,2.7839,5.3074,2)
(2.0523,1.8699,3.3172,2)
(3.7130,4.8374,2.1814,2)
(3.0636,3.1221,3.4734,2)
(1.2999,2.5002,1.7777,2)
(2.2645,3.6300,2.8779,2)
(3.6572,1.4885,3.1676,2)
(2.8442,2.9280,3.0075,2)
(3.9754,2.8792,2.4851,2)
(3.7486,3.8086,0.8841,2)
(1.6693,2.9662,3.4420,2)
(4.7627,3.0572,2.3194,2)
(5.4587,3.6603,4.0197,2)
(4.2729,3.8604,3.1716,2)
(3.4696,3.8103,3.7216,2)
(3.1683,2.2928,3.1252,2)
(3.2444,4.5972,3.6432,2)
